399998 64904
A 2 3
B 329701 329702
A 399998 312230
A 377125 380339
B 69133 86137
A 97192 97193
A 218498 218499
A 216092 388264
A 14303 364263
A 46425 341006
B 110994 110995
A 355183 355184
B 222442 203037
B 140897 384343
B 319536 234489
B 234928 201168
B 51671 51672
B 1 328711
A 191696 318155
A 30568 163085
B 298902 121445
A 1 63873
A 21973 21974
A 399998 321776
B 1 344600
A 171670 171671
B 349808 367566
B 1 303798
A 255323 255324
B 111787 111788
B 207433 204456
A 233769 233770
B 72771 265636
A 122141 122142
A 262160 57016
B 83521 134970
A 303461 303462
B 288161 72423
A 194643 194644
A 1 109823
B 6506 6507
A 341556 297241
A 263765 322945
B 5575 5576
A 160301 160302
A 388633 388634
A 303694 303695
B 399998 163271
A 146032 146033
B 343493 368218
A 78851 78852
B 241872 241873
B 200888 200889
A 11328 11329
B 399998 399605
A 399998 256368
A 123435 123436
A 248747 343564
A 334365 334366
A 266984 266985
B 96564 429
B 3 399998
A 185626 283973
A 88162 88163
A 290109 305184
B 1 223717
A 399998 265476
A 131820 131821
B 76411 76412
B 102273 102274
A 159943 159944
A 287964 172356
B 371423 371424
A 59956 273434
B 349115 391367
B 190875 190876
B 26624 376566
B 319961 11350
A 253340 253341
A 28408 72487
B 307314 307315
B 382938 382939
A 123082 281402
B 172296 375111
A 172125 280093
B 503 504
B 237012 237013
A 371686 229049
B 14703 14704
A 380782 47826
A 238696 340806
B 15054 15055
A 79161 79162
B 180666 129226
A 399352 399353
B 292750 292751
B 46460 23339
B 1 221223
B 107757 207791
A 126754 198478
A 399998 16022
A 53421 56448
A 241608 249583
B 75563 75564
B 324136 324137
B 1 399998
A 118794 26260
B 53666 53667
A 262736 262737
A 240422 240423
A 6177 135533
B 134907 348701
B 51793 291721
A 390993 175224
A 2 399997
A 46740 46741
A 230795 5398
B 156714 196095
B 1 109764
A 280470 280471
A 373795 388346
B 163457 163458
A 1 169042
A 383101 175743
B 304510 335451
A 58293 58294
A 340614 375149
A 74163 74164
A 107250 107251
B 374735 374736
B 1 246228
B 30709 372167
A 183445 183446
B 1 399997
B 275972 242099
A 399998 394125
B 116081 116082
B 78501 313985
B 266006 266007
A 399998 267134
B 360815 5232
A 62670 23546
B 53175 51727
A 149340 102237
A 1 283462
A 221670 221671
A 52780 52781
B 145311 145312
A 382339 382340
A 34056 278250
A 156117 34837
B 328275 289896
A 2 3
