399999 112941
B 5743 156960
A 399999 304518
A 253529 253530
B 210788 395677
A 308707 308708
B 341396 214516
A 399999 350001
B 1 2
A 288371 337756
B 84831 238600
B 1 384808
B 399999 217466
A 397631 397632
A 59522 59523
A 228794 228795
B 1 82124
B 116434 116435
A 365204 365205
B 2589 214376
A 289358 289359
B 107909 107910
A 20280 20281
A 51093 178508
A 74164 116680
A 99865 63140
A 275451 275452
B 203800 330805
B 263285 171536
B 194415 380796
B 143042 143043
A 354420 130382
A 399999 51008
A 1 332150
B 1 352478
B 145493 145494
A 137118 267105
B 258558 258559
A 1 249518
B 141976 324028
A 318628 318629
B 364121 186165
A 371615 371616
B 256249 72792
A 168691 168692
A 1 207723
B 273606 277994
B 178129 147413
B 399999 7922
B 28387 28388
B 209079 253644
B 218112 288605
A 61441 61442
A 277169 277170
A 261883 261884
A 1 1339
A 136011 44382
B 229473 229474
B 1 330530
B 130770 276120
B 5674 5675
B 300116 300117
A 132881 132882
B 67418 67419
B 399999 308146
B 274776 274777
B 271222 271223
A 399999 232528
B 325889 325890
A 197129 392707
A 310385 102625
B 256774 68796
A 19395 20792
B 399999 79912
A 77276 386859
A 399999 389422
B 1 2
B 240529 54097
B 177008 293189
A 236719 236720
A 353079 353080
A 1 141960
A 261758 261759
B 261312 94341
B 235137 235138
A 1 135753
A 1 302686
A 11379 11380
A 110731 168589
A 360490 360491
B 292833 50952
B 236754 43781
B 16616 16617
A 399999 375092
B 66847 358549
A 350032 347309
A 34370 34371
A 394758 394759
A 1 225313
A 359214 309796
B 163230 163231
B 94957 300406
A 103050 218894
A 399998 399999
B 217623 217624
A 1 385621
B 337084 165213
B 1 242632
B 13619 13620
A 399999 367318
A 10630 303828
A 357918 326389
A 1 106349
A 387491 387492
B 399999 378557
B 181668 55253
B 249145 342298
A 45815 106884
A 384828 384829
B 288714 288715
A 399999 55824
A 12477 12478
A 245716 366861
A 226584 226585
A 363020 317665
A 399999 327682
B 277812 277813
A 185723 185724
B 1 330163
A 91699 96369
A 135708 135709
A 40137 40138
A 88278 317995
A 53089 53090
B 71658 71659
A 200453 131324
A 217558 185115
A 1 247863
B 105897 105898
A 10395 42400
B 399999 207609
B 49582 101055
B 76091 76092
A 57391 20112
A 1 381484
A 284069 322781
B 399999 75078
A 1 298903
B 324355 324356
B 249132 249133
B 18854 18855
A 338372 157167
B 162651 300706
A 41004 12120
A 74388 288190
B 295608 259516
A 296963 296964
A 305494 25201
B 344554 344555
A 142511 58852
A 320473 200037
B 176910 176911
B 1 344833
A 99444 99445
A 364155 247675
B 320330 329448
B 106266 135349
B 339509 339510
A 67254 279927
B 8136 8137
A 324699 324700
B 296656 269939
A 218123 233852
A 180300 392297
A 110921 302183
B 92698 146467
B 313783 23803
A 284214 284215
A 1 212573
A 399999 371948
A 57261 57262
A 399999 238576
A 205505 205506
B 207113 320382
B 388416 150086
B 93008 299789
A 399999 261539
B 129197 240478
A 399999 359930
