400000 34185
A 338639 243285
A 400000 74609
A 244609 160627
B 1 127520
A 148484 148485
A 140382 140383
B 91579 50793
B 77702 77703
B 299775 213244
A 190279 190280
B 278827 278828
A 351105 351106
A 38934 38935
A 303648 303649
A 328671 234443
A 216246 216247
A 391240 28484
B 110332 110333
B 400000 115451
B 364513 364514
B 363111 398170
A 1 364185
B 338005 178793
A 103690 103691
A 166579 92486
B 1 342131
B 360306 360307
A 398510 398511
B 79461 91996
B 2 400000
B 318419 93066
A 278956 278957
A 375327 375328
B 82824 396923
A 40655 255584
B 24545 24546
A 1 42351
A 400000 148008
A 266964 203151
A 235569 68153
B 312240 312241
A 123214 123215
B 314269 341603
B 400000 244443
B 308249 308250
A 400000 377901
A 319559 348827
A 250273 250274
A 400000 150854
B 263192 375461
B 21513 274242
A 151270 151271
A 49238 49239
B 3752 164752
A 1 400000
A 400000 82803
B 328410 306256
A 1 83272
B 216896 216897
A 191246 44401
B 359540 359541
A 317684 317685
A 298706 298707
B 27300 223136
A 221378 149499
B 147786 362280
B 260515 164345
A 161173 958
B 136503 134642
A 45282 136481
B 37371 37372
B 382130 32855
A 243874 243875
B 280941 37994
A 379761 379762
A 144799 144800
B 1 10908
B 380186 380187
B 194131 242538
A 161773 40198
B 387217 310802
A 400000 116946
B 1 111928
B 316690 316691
A 400000 39102
A 318790 318791
A 59111 59112
A 371917 371918
A 400000 387
A 90703 90704
B 50691 50692
B 356953 356954
B 60218 60219
A 136061 363494
B 400000 75552
A 124261 51259
B 276730 276731
A 310884 42782
B 22031 22032
B 400000 50377
B 59786 59787
B 334726 24474
B 323155 323156
A 228438 228439
A 25350 362687
A 102243 90683
A 240843 110167
B 103589 303960
A 9119 19508
A 56934 259350
A 400000 145290
A 400000 160134
A 400000 113765
A 1 78556
A 1 333706
B 1 248893
A 216118 276461
B 153094 77622
B 85223 85224
A 178882 178883
A 1 210486
A 270272 155183
A 238581 238582
A 162504 162505
B 161320 161321
A 366675 33596
B 298899 294931
B 90578 90579
B 236023 236024
A 400000 319792
A 112637 257991
B 265683 23918
A 307714 101168
A 372435 372436
A 293990 125217
A 7639 7640
B 1 347870
B 1 139279
B 1 364066
A 400000 356205
A 1 283774
B 82816 393345
B 238092 336355
A 295136 146757
A 342896 398631
A 177839 177840
B 38810 38811
A 198546 199422
B 38555 38556
A 299615 299616
B 355628 355629
A 245642 245643
B 1 26336
A 45904 45905
A 208872 208873
B 1 105457
B 328893 109370
A 107410 107411
A 213758 82654
B 25139 25140
A 337528 344981
B 400000 120727
B 288234 288235
A 400000 68183
B 1 87967
B 400000 228170
A 310222 123336
B 357359 357360
B 187767 213007
B 400000 273794
B 61654 61655
A 24748 89963
B 338938 338939
B 1 183837
B 267388 39274
A 400000 200175
A 5035 5036
B 202693 202694
B 326567 390977
B 400000 39060
B 7426 7427
A 140774 140775
A 161489 161490
B 307392 85483
A 300538 64901
A 400000 84858
B 121411 13687
B 400000 265977
B 355490 48214
B 160759 160760
B 318805 318806
B 114431 114432
B 391289 391290
B 69498 127714
B 68770 58890
A 100481 100482
A 140206 140207
A 74855 74856
B 351729 351730
A 241465 241466
A 379031 298690
A 279447 217074
A 146795 363333
B 199744 3692
A 240310 116855
A 265345 102633
A 271799 131081
B 123399 243726
A 104789 387679
A 33387 33719
B 365145 339012
A 144091 124327
B 400000 6751
B 263565 263566
B 324825 214745
A 27907 393748
B 1 70631
A 74664 74665
A 333072 622
B 169452 58112
A 400000 321122
B 1 399999
B 65447 65448
A 307439 307440
A 400000 158251
B 169727 169728
B 368632 366345
B 381124 147215
A 190594 190595
B 258322 258323
A 266737 266738
A 144914 39123
A 125179 82344
B 126354 126355
B 4055 4056
A 313680 286125
A 109001 109002
A 344256 344257
B 40340 294827
A 387905 387906
A 132927 279528
A 153621 396970
A 309954 251236
A 110108 119743
B 315870 315871
A 355977 355978
B 247520 247521
A 360773 1299
