400000 134809
A 400000 129920
A 321756 321757
A 204478 158229
B 137096 147364
B 45173 208010
B 197428 60644
A 11111 11112
B 190598 85327
A 400000 71863
B 265571 265572
A 39246 211721
A 346557 91693
B 89981 201755
A 311606 227745
B 380714 148655
A 374553 296785
B 400000 131897
A 136379 136380
A 296008 296009
B 400000 225799
A 155083 372962
B 73220 73221
B 279800 279801
B 307372 307373
B 80949 5716
B 343851 343852
B 400000 229179
A 1 216901
A 250789 250790
A 1 291328
A 101489 390854
A 9859 258306
A 329642 47237
B 124895 124896
B 185442 89304
B 1 189875
A 380852 63685
A 400000 172166
A 185259 226586
A 214787 366735
A 17774 17775
B 312383 312384
A 263626 263627
B 202625 88748
B 160213 160214
B 363139 363140
A 223341 223342
A 190157 190158
A 102882 102883
B 232435 232436
A 400000 58349
B 19036 19037
A 396130 107957
A 149235 149236
B 1 22557
B 324034 324035
A 28011 28012
A 302023 1738
A 376161 220120
B 400000 51765
B 91024 91025
B 315713 310333
B 400000 279287
B 1 366753
A 400000 176792
B 1 374336
A 254498 254499
B 197155 197156
B 133193 175609
B 1 190213
A 263626 321272
B 140660 140661
B 33402 32264
B 84165 84166
A 34730 189536
B 1 50982
A 262998 369372
B 21138 21139
A 314231 314232
A 1 100753
B 293678 264220
A 208156 208157
B 368278 47126
B 34064 34065
A 253960 253961
B 1 106223
A 26602 26603
B 400000 237929
B 181033 181034
B 204225 204226
B 1 175712
B 355767 225573
A 362265 58012
A 255338 344913
A 357764 357765
A 96810 368147
A 399999 400000
A 116556 116557
A 171986 107177
B 89582 89583
B 286670 286671
B 277369 277370
A 400000 89028
A 110095 369352
B 382967 382968
A 1 253656
B 256244 256245
A 40332 311860
A 312317 312318
A 254059 254060
A 82773 394564
B 252977 355812
A 367941 154677
A 373341 163483
B 352522 198622
B 104753 303513
B 1 83496
A 392523 392524
B 192330 150984
B 233671 362750
A 400000 172121
B 12887 12888
A 3806 3807
B 391046 63560
B 400000 246226
B 117248 117249
B 155301 155302
A 1 306146
A 381479 381480
B 400000 340834
B 1 308885
B 246878 50890
A 244089 9454
B 219992 242727
A 67183 67184
B 152821 152822
B 160885 218135
A 238193 199505
A 199497 115984
A 400000 67399
A 136499 313843
B 241198 214763
A 168959 119080
A 272101 250687
B 203996 66271
B 25950 64841
A 144741 144742
B 175537 175538
B 323115 323116
A 283890 283891
B 400000 116989
A 195288 195289
B 1 286699
A 9321 9322
A 13845 222352
A 126346 148757
A 187100 187101
B 17992 172143
B 196376 52521
B 348359 394996
B 96774 395032
B 3 399999
B 49257 49258
A 1 143430
B 64384 390685
B 359158 306650
B 293207 21652
B 250109 250110
A 146551 218034
A 242619 242620
B 1 262513
B 1 151026
B 39749 39750
A 1 138004
A 377609 310408
B 360542 19869
A 127757 127758
A 334608 256889
A 325115 325116
B 399999 400000
A 64324 82238
B 102770 224325
B 311273 372184
A 138159 140720
B 1 303055
A 231750 7105
A 400000 388138
A 194716 194717
A 1 228495
B 376999 354579
B 1 296631
A 1 55167
B 274056 274057
A 385404 92068
B 1 260470
A 161814 161815
A 31484 31485
B 182490 182491
B 328013 328014
B 196730 196731
B 32079 239947
A 245047 245048
A 163698 71789
B 1 3
A 26270 26271
A 73856 73857
B 400000 184368
B 254684 292287
B 157414 157415
A 154815 154816
A 400000 351987
A 292471 316854
A 400000 156123
A 151270 151271
A 400000 165636
B 275381 275382
A 1 278251
B 144801 144802
A 400000 283252
B 355797 355798
B 400000 356735
A 400000 291162
A 79988 156136
A 87216 87217
A 84366 84367
B 48846 48847
A 400000 251760
A 332458 332459
B 394795 350899
A 400000 72624
A 11499 11500
A 263265 263266
A 161527 208084
A 362368 256761
B 159761 159762
B 1 74868
A 284742 291095
B 400000 129333
A 96372 96373
A 400000 389037
A 1 105397
B 400000 64798
A 8765 8766
A 101550 77795
B 242208 190660
A 35394 281597
B 315065 53908
B 1 381045
B 186176 186177
A 39205 392537
B 174234 174235
B 1 201789
B 1 180887
B 233725 233726
B 87463 53725
A 246059 246060
B 6763 6764
A 260130 27081
A 249729 273339
B 278582 278583
A 112614 112615
A 400000 145162
B 10770 86642
B 77222 77223
B 224295 248577
B 87826 87827
B 7232 7233
B 2 399999
A 386564 386565
A 336955 150604
A 298318 298319
A 400000 243259
B 400000 188519
B 244911 111849
B 389940 389941
A 146159 88235
B 175034 140288
B 1 247963
A 140910 140911
B 293704 338352
A 48180 48181
A 18542 197652
A 400000 302609
B 186865 186866
B 114629 114630
A 212017 267680
A 125201 148833
A 400000 309291
A 178787 183671
B 400000 367709
B 149316 149317
A 400000 105905
B 1 32696
A 178178 178179
A 400000 204797
