40
9 2400
18 17 18
150 150 150
9 44 14
7 11 12
150 133 1
4 18 1
119 143 120
150 150 150
66 61 9
4 1 17
63 147 111
150 150 150
15 9 16
150 49 1
19 6 4
106 104 26
5 10 13
10 8 13
27 86 93
3 19 5
8 11 5
4 17 12
13 8 15
123 42 5
4 3 16
9 14 15
18 12 19
8 11 19
12 1 8
3 16 10
19 15 2
150 150 150
2 5 2
150 150 150
150 150 150
150 73 1
20 20 10
150 119 1
150 150 150
8 6 20
54 48 33
5 15 6
150 150 150
8 8 1
16 4 15
16 1 9
14 1 13
16 4 3
150 150 150
18 109 101
14 9 7
8 14 3
20 99 76
14 6 97
61 45 53
150 150 150
99 13 21
150 24 1
20 7 1
74 67 69
35 148 23
150 150 150
13 17 20
48 39 82
12 10 14
6 1 8
51 121 27
150 150 150
72 36 118
150 150 150
19 9 3
150 108 1
13 14 5
150 132 1
47 134 115
150 62 1
12 14 9
20 14 12
13 15 2
2 42 103
38 40 118
15 12 3
150 32 1
9 16 7
150 101 1
12 8 16
8 13 13
100 126 101
150 149 1
150 150 150
1 16 17
150 92 1
150 83 1
5 18 8
150 15 1
3 19 18
12 4 19
90 52 41
85 105 6
150 150 150
38 115 120
150 4 1
150 53 1
150 150 150
3 49 105
150 150 150
123 60 148
1 9 20
143 8 142
10 19 10
150 150 150
3 12 17
124 16 46
2 16 15
150 150 150
150 125 1
4 2 4
144 56 109
20 2 13
11 10 4
3 9 9
150 97 1
15 17 11
150 150 150
15 3 18
18 7 7
150 136 1
16 17 19
5 10 19
150 71 1
7 19 12
15 20 20
1 16 13
150 61 1
12 1 20
7 13 7
16 9 5
150 39 77
16 20 7
65 83 72
20 10 19
10 11 6
20 2 14
7 15 4
150 150 150
9 13 9
67 122 67
150 76 1
19 2 10
10 16 15
150 150 150
150 29 1
150 150 150
94 58 40
8 20 12
15 5 17
116 23 36
2 20 19
12 5 19
150 150 150
45 8 99
150 150 150
150 10 1
10 1 16
150 150 150
12 134 68
150 146 1
4 4 9
150 147 1
13 4 13
6 1 16
2 20 10
150 150 150
3 3 18
150 145 1
1 8 9
4 17 12
150 24 1
12 15 3
150 66 1
135 10 112
150 150 150
150 150 150
13 10 12
8 20 9
17 13 3
150 150 150
150 136 1
16 8 12
18 16 17
150 150 150
71 147 67
10 128 44
9 13 20
5 19 13
150 14 1
150 145 1
4 18 18
150 93 1
2 8 18
16 1 12
9 98 119
17 15 5
6 18 6
150 138 1
111 38 150
111 44 12
105 48 89
4 80 26
150 48 1
150 89 1
113 75 130
150 18 1
13 18 11
20 4 4
150 150 150
8 13 15
1 2 5
16 19 5
150 124 1
34 62 23
6 28 13
34 129 121
19 10 19
150 150 150
150 80 1
150 150 150
5 68 139
150 43 1
150 129 1
15 12 1
10 1 11
19 8 9
3 16 18
150 150 150
19 17 18
18 18 17
141 106 103
18 8 5
18 16 16
10 12 13
37 49 94
15 5 9
5 2 15
20 1 8
18 3 3
24 25 33
1 6 1
4 8 20
150 147 1
11 7 6
4 10 18
150 40 1
57 24 126
13 19 3
150 31 1
73 6 5
19 5 16
150 150 150
13 19 18
11 48 33
7 3 4
15 9 4
150 150 150
150 150 150
130 111 19
150 86 1
2 8 5
150 133 1
150 80 1
10 4 58
150 136 1
13 4 14
1 12 36
6 71 6
150 150 150
150 150 150
150 150 150
8 16 10
150 129 1
9 17 4
150 150 150
18 1 10
19 8 10
13 10 7
2 17 4
150 150 150
150 111 1
14 1 13
30 127 129
96 120 120
12 20 18
150 88 112
14 2 10
6 1 7
7 5 5
150 108 1
22 122 17
19 13 6
3 14 8
150 77 1
27 93 125
141 101 68
150 150 150
37 119 53
4 9 13
18 20 17
141 7 98
13 15 15
150 150 150
1 14 18
150 150 150
14 5 7
150 150 150
3 8 6
98 40 142
113 31 115
150 150 150
19 8 8
9 16 6
4 19 20
19 1 9
150 100 1
150 150 150
20 7 16
150 71 1
19 11 10
16 113 8
3 11 6
14 6 18
150 50 1
90 63 141
117 7 41
150 54 1
150 44 1
49 107 77
10 13 11
4 15 9
136 130 114
13 17 5
150 15 1
6 11 6
17 19 14
150 150 150
14 11 16
129 5 109
150 150 150
1 6 8
8 15 9
124 56 116
6 6 7
150 104 1
8 14 10
150 126 1
150 126 1
12 5 20
10 15 5
19 109 99
14 16 16
4 14 15
6 3 19
8 15 2
150 150 150
150 99 1
149 59 66
121 14 83
150 2 1
16 15 17
11 1 16
7 17 13
14 13 12
150 87 1
150 150 150
150 127 1
150 47 1
5 14 6
15 17 11
2 79 51
8 12 3
150 150 150
150 144 1
150 126 1
117 144 121
11 19 13
138 133 28
20 14 1
17 9 13
5 14 13
10 4 11
75 85 7
16 11 17
1 8 11
108 125 35
150 150 150
150 143 1
150 150 150
2 5 13
2 1 9
94 107 16
150 150 150
4 144 12
12 17 1
150 150 150
150 49 1
36 10 29
150 60 1
17 14 14
150 105 1
2 16 16
6 9 11
150 144 1
150 45 1
12 20 5
10 12 10
20 134 146
15 8 3
150 71 1
150 103 1
21 116 64
150 150 150
13 73 51
83 125 62
150 150 150
8 7 14
19 57 60
150 150 150
7 4 13
3 18 7
150 150 150
13 2 2
6 1 17
150 26 1
150 150 150
7 17 11
150 150 150
14 5 4
20 1 4
150 46 1
91 40 111
106 116 102
9 2 12
1 17 6
115 134 18
20 11 19
16 5 19
16 97 113
150 20 1
35 113 75
150 44 1
150 5 1
17 5 22
2 109 65
140 75 18
150 150 150
150 86 1
15 1 8
150 150 150
150 110 1
11 11 11
150 12 1
150 4 1
150 150 150
89 78 11
150 44 1
6 10 20
16 5 12
14 17 7
14 8 9
109 77 73
10 18 17
129 39 150
150 150 150
150 150 150
8 18 3
11 7 7
131 5 137
69 123 26
47 42 43
17 4 9
150 124 1
10 15 14
144 34 148
15 3 17
150 150 150
89 39 23
67 36 25
150 150 150
91 100 38
150 150 150
10 14 12
150 150 150
13 5 2
137 124 81
12 5 6
143 125 40
150 59 1
56 83 117
7 8 3
150 150 150
14 17 18
85 102 62
12 8 12
20 18 6
8 20 16
6 16 12
150 150 150
99 5 13
96 131 5
6 8 17
2 7 9
150 150 150
19 8 13
133 117 140
104 30 3
5 2 1
150 98 1
16 13 8
150 57 1
150 121 1
150 121 1
150 52 1
107 99 140
13 15 12
150 112 1
12 17 4
82 98 72
150 150 150
8 18 8
150 102 1
118 138 69
10 13 18
131 39 19
19 9 10
11 10 2
150 17 1
1 20 20
150 72 1
150 150 150
131 25 17
70 66 117
40 105 116
5 8 20
150 150 150
108 64 61
12 5 16
150 2 1
117 73 44
68 64 48
18 9 5
20 4 9
10 11 2
150 36 1
150 150 150
11 10 14
2 13 4
108 89 111
105 121 139
150 125 1
6 4 8
150 150 150
4 15 2
150 150 150
150 150 150
13 16 20
51 45 122
4 9 20
5 5 20
10 14 18
18 18 17
2 9 16
150 150 150
5 12 5
20 20 6
14 18 14
150 150 150
16 8 18
1 16 8
11 11 13
150 150 150
1 1 15
150 56 1
17 15 5
9 18 6
149 137 38
9 10 17
21 45 45
150 145 1
17 10 12
150 60 1
67 72 55
150 150 150
4 124 150
150 126 1
14 1 15
5 15 18
4 12 13
15 14 20
69 6 109
18 8 5
11 12 8
150 85 1
79 105 4
55 48 28
1 10 13
10 2 13
150 93 1
101 43 31
18 89 113
150 31 1
18 7 7
150 87 1
138 91 39
3 142 107
56 9 4
150 48 1
150 48 1
98 9 40
42 118 10
19 17 8
150 103 1
23 149 96
12 15 8
150 150 150
118 22 99
150 150 150
150 150 150
103 96 33
8 18 17
150 150 150
150 150 150
18 106 135
25 66 133
12 4 3
150 150 150
150 94 1
29 114 31
150 146 1
91 46 107
150 19 1
9 18 7
150 32 1
2 7 6
2 4 14
17 15 11
150 109 1
150 120 1
11 4 11
150 115 1
7 5 15
9 110 77
44 78 25
14 9 1
150 94 1
17 10 6
150 150 150
150 117 1
18 3 18
150 150 150
3 12 4
20 8 9
17 2 2
4 5 6
150 150 150
61 8 139
5 19 1
150 76 1
48 7 64
18 9 11
20 16 13
8 8 3
16 8 9
19 12 3
10 15 20
150 70 1
114 102 84
150 96 1
142 128 7
14 2 1
16 5 2
10 9 6
12 18 3
8 6 13
3 1 1
86 145 13
4 13 16
105 123 81
150 150 150
24 126 121
150 74 1
3 148 146
5 13 1
150 150 150
16 14 6
150 150 150
62 28 94
13 3 5
4 20 12
6 11 20
17 11 8
93 5 91
19 12 8
132 135 64
150 150 150
150 150 150
150 150 150
8 10 6
150 1 1
150 8 1
21 23 50
150 69 1
12 17 5
19 6 16
6 20 19
150 40 1
150 28 95
41 64 24
83 40 105
150 150 150
18 20 17
150 150 150
132 99 88
8 8 8
150 47 1
12 9 17
19 20 14
150 49 1
106 3 100
97 34 38
18 1 9
16 4 18
3 16 6
150 8 1
7 20 1
64 6 147
150 10 1
150 39 1
150 61 1
48 103 55
4 16 17
67 96 32
14 11 8
8 14 3
1 5 5
12 5 7
10 2 15
44 100 47
16 19 9
75 149 30
20 19 1
150 150 150
46 60 43
18 1 15
9 2 16
150 128 1
2 13 19
16 12 9
27 38 76
102 62 80
150 150 150
7 7 19
13 7 16
83 14 2
41 87 145
150 129 1
60 112 130
143 122 125
150 150 150
150 56 1
6 5 2
60 93 58
7 18 8
17 19 12
2 15 11
17 20 19
9 13 6
150 150 150
16 9 18
4 8 17
66 124 13
150 67 1
12 8 2
1 14 17
69 127 61
10 6 7
7 13 4
70 22 116
150 69 1
74 40 21
2 13 18
150 64 1
13 17 17
5 8 3
49 107 89
12 10 11
150 150 150
73 7 35
2 4 17
150 150 150
62 119 107
150 96 1
150 97 1
150 17 1
14 13 9
150 145 1
8 4 11
17 14 2
15 13 10
22 62 73
8 19 14
8 54 79
12 17 11
15 17 2
150 97 1
150 150 150
4 4 14
150 64 1
17 8 14
42 22 93
10 4 19
61 18 43
8 8 1
10 17 11
17 13 20
13 15 13
150 150 150
5 11 10
10 11 18
115 38 88
11 13 6
16 13 1
150 150 150
30 26 1
93 25 17
150 150 150
48 5 126
150 150 150
6 14 16
1 7 16
6 5 3
150 29 1
150 121 1
69 27 86
2 20 3
19 7 16
18 44 81
59 16 71
3 14 12
5 16 1
11 19 4
83 48 117
6 14 13
40 58 20
114 75 8
115 138 145
150 58 1
5 18 17
76 8 121
150 118 1
8 18 12
7 20 13
150 150 150
10 16 9
135 125 47
5 19 14
36 29 6
8 17 1
46 120 107
12 3 20
150 150 150
13 5 8
150 150 150
29 131 8
76 94 140
12 18 20
2 19 18
12 3 11
150 38 1
150 102 1
24 36 129
150 150 150
25 132 103
17 17 15
150 18 1
150 150 150
150 150 150
150 150 150
20 11 7
7 18 12
150 150 150
2 15 12
75 33 124
16 17 11
13 12 2
150 150 150
10 7 17
94 96 128
150 150 150
150 150 150
16 7 8
5 4 3
35 34 51
16 129 76
11 5 7
150 150 150
150 46 1
150 150 150
13 10 13
150 28 1
150 16 1
14 12 10
150 76 1
7 8 19
150 150 150
127 8 85
7 9 15
150 150 150
18 11 12
10 7 13
11 10 12
15 20 6
116 10 116
150 41 1
128 83 55
12 14 15
150 14 1
150 150 150
5 4 17
150 150 150
17 19 8
19 10 6
14 12 1
17 16 3
19 7 12
11 14 6
4 14 19
13 10 15
150 52 1
150 60 1
17 10 19
150 146 1
150 127 1
42 145 117
10 12 5
1 13 19
137 78 109
80 100 139
3 17 15
14 17 1
14 3 17
150 150 150
6 5 11
12 6 6
150 111 1
14 2 12
6 17 19
150 150 150
4 20 13
150 57 1
19 10 9
150 36 1
20 18 5
3 16 2
42 74 7
83 111 76
17 2 1
74 123 30
150 104 1
15 4 13
150 24 1
4 10 18
10 17 6
59 75 146
150 121 95
17 12 15
4 12 12
107 88 44
10 17 15
16 10 16
18 138 45
9 14 16
12 18 15
11 19 17
6 9 20
1 11 17
97 104 136
150 150 150
56 103 78
9 2 11
12 9 2
97 58 135
143 85 33
150 143 1
4 6 13
9 1 4
10 20 18
8 17 2
36 115 53
80 56 61
150 150 150
5 15 2
9 20 8
7 12 1
150 15 1
10 7 2
18 19 15
64 96 124
150 150 150
6 14 4
10 11 15
4 2 12
116 127 131
150 150 150
12 132 57
16 4 11
150 145 1
9 16 2
3 17 8
7 14 17
150 150 150
150 150 150
1 10 18
15 6 4
7 16 15
2 6 6
150 150 150
150 144 1
150 62 1
15 13 7
23 31 16
70 14 84
11 7 7
6 4 3
2 18 13
18 9 17
15 3 13
85 35 63
150 62 1
1 4 9
10 1 20
14 3 1
20 19 8
3 2 12
56 26 49
150 150 150
14 17 12
68 27 42
111 65 92
10 8 14
13 8 17
150 150 150
20 1 20
18 17 18
10 9 17
16 16 20
150 4 1
150 101 1
3 19 5
150 150 150
150 150 150
14 3 12
99 135 91
6 4 2
8 13 19
16 19 20
150 150 150
150 150 150
150 150 150
83 96 131
150 150 150
84 12 73
150 40 1
150 26 1
10 18 12
150 76 1
7 6 19
1 8 5
4 5 12
15 3 7
45 16 150
19 13 10
92 135 44
121 4 64
29 145 108
15 8 4
2 13 7
2 6 9
9 8 3
77 21 57
150 150 150
28 114 37
13 5 7
10 10 20
150 150 150
16 18 15
105 59 9
107 129 74
7 32 121
16 13 19
9 20 11
6 15 5
18 20 1
62 8 137
150 150 150
8 6 16
17 42 118
101 93 87
1 7 5
16 8 8
150 80 1
13 7 18
31 105 121
44 130 80
150 69 1
150 150 150
150 150 150
150 150 150
150 150 150
5 19 2
16 17 11
39 60 48
150 81 1
112 75 22
13 11 4
6 17 13
150 92 1
150 150 150
1 5 8
150 150 150
8 20 15
9 5 17
150 43 1
2 9 1
8 14 10
3 19 5
150 150 150
108 101 138
12 64 136
27 9 118
74 93 98
54 89 56
8 5 15
150 150 150
61 88 141
150 81 1
24 112 136
150 150 150
117 133 60
7 20 8
150 150 150
150 150 150
150 106 1
93 144 15
3 9 19
119 49 102
150 150 150
3 12 1
7 20 11
81 64 69
19 3 9
18 12 7
20 4 14
90 18 149
118 69 150
1 4 10
19 2 10
20 4 20
150 50 1
150 6 1
1 2 18
49 61 120
127 6 115
7 11 6
150 150 150
1 8 19
5 18 14
150 150 150
150 150 150
150 150 150
93 101 61
8 17 10
150 29 1
40 11 61
18 3 10
99 146 69
67 57 118
97 97 145
16 6 12
150 150 150
14 17 20
14 19 4
150 150 150
150 150 150
5 20 8
8 2 6
139 117 95
15 15 9
5 18 1
150 110 1
2 1 17
150 50 1
111 8 85
127 87 149
150 128 1
59 117 37
150 150 150
5 12 3
6 1 51
5 13 20
6 8 9
20 15 8
150 150 150
4 14 14
18 10 3
150 150 150
139 133 90
121 68 60
145 93 14
7 16 10
136 126 103
10 8 14
9 14 15
150 68 1
20 6 7
150 16 1
15 12 20
124 142 138
79 81 80
150 126 1
6 2 4
15 9 12
150 112 1
7 8 14
150 107 1
150 48 1
10 9 17
6 15 4
150 150 150
13 10 19
84 147 111
20 142 21
13 12 17
98 84 35
46 55 128
150 112 135
138 86 8
31 45 111
4 19 6
111 81 58
100 131 147
150 150 150
150 95 1
150 150 150
150 150 150
81 112 28
135 38 54
1 20 3
10 9 5
139 68 101
11 13 19
19 72 64
18 9 4
150 150 150
150 150 150
150 150 150
15 2 16
12 20 17
15 14 9
10 4 13
150 40 1
17 9 11
150 97 1
7 12 6
66 56 102
34 9 103
