44
7 9075
150 150 150
17 9 9
150 150 150
3 9 12
19 2 12
37 22 100
62 110 18
61 82 139
150 143 1
8 17 14
106 23 105
12 10 19
28 140 16
60 93 150
150 150 150
61 101 56
150 150 150
150 107 1
150 150 150
150 150 150
2 19 1
8 9 5
49 69 93
20 7 11
9 10 17
12 4 13
17 19 18
150 150 150
16 17 16
7 18 9
150 29 1
47 119 34
14 11 13
16 12 1
17 16 18
32 34 117
4 6 2
20 8 20
150 150 150
63 42 67
116 75 63
19 17 1
150 150 150
81 21 144
150 150 150
150 5 1
150 64 1
150 47 1
150 33 1
150 150 150
150 150 150
4 115 136
150 150 150
150 113 1
32 40 74
9 17 2
150 102 1
101 144 29
7 9 4
4 1 9
86 76 98
10 20 10
150 150 150
11 9 12
150 150 150
7 8 16
148 61 25
150 150 150
150 76 1
133 138 64
17 1 16
150 30 1
1 1 5
61 141 54
15 13 15
17 15 14
6 13 7
73 140 24
19 15 15
150 42 1
38 3 90
150 41 1
1 1 1
9 1 6
62 47 121
150 6 1
150 150 150
150 149 1
5 14 7
150 150 150
150 4 1
129 123 120
18 92 72
150 50 1
4 7 17
14 19 16
20 16 3
132 2 112
5 14 3
1 11 15
12 9 7
14 14 17
150 40 1
138 135 44
145 136 103
58 46 47
7 13 18
3 18 9
150 105 1
6 17 10
91 93 94
14 20 9
150 150 150
1 3 20
11 10 4
139 35 109
1 16 5
3 5 4
4 10 7
15 6 15
150 150 150
89 124 35
6 67 84
150 150 150
8 1 19
61 40 69
150 150 150
150 150 150
8 15 19
150 72 1
150 127 1
26 2 75
10 5 4
61 50 127
14 20 2
3 8 18
9 10 2
150 150 150
10 18 6
13 9 4
5 40 102
150 150 150
1 6 20
19 15 7
2 17 12
150 134 1
150 150 150
108 45 150
10 5 14
12 6 5
2 4 6
7 16 8
15 17 2
10 14 14
8 16 6
150 86 1
9 20 9
11 16 5
12 14 9
9 9 8
150 150 150
133 48 110
20 9 14
150 150 150
134 149 47
150 150 150
150 150 150
87 67 48
9 11 20
21 139 97
150 63 1
1 3 3
70 38 55
150 12 1
1 14 9
17 17 1
15 4 12
14 1 17
14 16 17
1 13 9
89 86 94
33 64 85
11 18 2
16 11 13
150 150 150
