23
2 28318
131 13 79
13 19 17
10 9 2
86 16 135
10 11 1
8 10 20
19 7 11
11 3 13
32 41 51
4 16 13
6 15 9
150 150 150
12 2 18
38 125 115
150 110 1
150 150 150
112 138 122
62 111 127
9 6 2
150 104 1
7 94 75
20 11 2
86 6 87
150 150 150
16 10 2
150 150 150
14 19 19
149 5 32
4 18 9
150 44 1
14 14 8
150 65 1
6 13 18
2 15 18
145 21 62
150 150 150
7 15 7
7 4 19
150 28 1
2 11 14
97 6 21
7 19 8
19 1 4
9 4 8
150 83 1
9 12 13
18 6 2
150 150 150
74 129 26
4 8 13
150 28 1
18 9 8
150 150 150
16 17 12
29 99 105
10 11 3
150 150 150
46 42 44
74 96 50
14 20 12
4 18 19
12 7 15
1 1 11
14 19 3
18 8 1
8 1 6
12 4 2
5 4 14
1 13 20
19 12 17
14 7 9
9 5 18
9 4 16
102 12 13
8 7 12
150 150 150
124 99 150
13 17 9
150 93 1
89 32 27
13 9 8
14 5 16
15 19 3
150 150 150
14 10 15
45 87 96
15 12 7
108 112 52
66 95 124
150 150 150
82 21 52
20 15 9
116 140 79
13 18 15
18 19 17
17 4 3
11 15 12
150 53 1
10 4 19
13 6 1
63 136 98
12 12 14
7 17 5
3 120 112
13 6 6
13 3 14
150 150 150
150 69 1
55 127 25
150 150 150
14 9 3
3 20 7
15 15 17
150 135 1
97 148 132
150 17 1
2 13 2
150 42 1
2 9 13
30 142 116
15 18 6
20 9 1
12 2 5
2 1 1
16 3 10
150 27 1
30 79 17
18 19 8
18 3 12
79 142 90
12 7 8
20 1 14
7 8 15
7 1 4
150 130 1
150 150 150
150 150 150
2 3 11
2 17 5
20 12 17
18 12 20
150 147 1
14 18 1
2 8 20
17 6 13
11 10 5
8 13 16
18 13 18
7 16 2
14 6 3
13 3 2
13 12 20
8 9 5
75 133 87
92 138 25
13 147 50
24 94 121
14 17 2
8 13 9
91 134 94
6 14 12
97 114 96
150 48 1
2 145 31
46 71 131
150 150 150
4 13 6
150 29 1
5 14 2
15 94 1
29 130 12
16 77 61
150 150 150
4 8 19
150 150 150
3 6 3
16 10 10
150 149 1
150 116 1
84 130 29
12 6 9
16 16 2
17 79 69
150 132 1
150 6 1
57 116 48
150 150 150
9 5 3
18 11 1
93 42 63
20 98 113
5 14 20
150 150 150
110 82 30
150 150 150
11 5 13
5 14 14
150 65 1
150 150 150
25 28 121
17 7 19
108 85 120
44 122 34
150 42 1
150 94 1
150 150 150
7 3 4
6 11 5
16 109 85
25 43 10
10 9 18
9 12 14
14 15 8
150 150 1
84 143 134
150 150 150
13 6 3
150 104 1
150 150 150
84 62 104
150 150 150
15 10 11
11 10 10
120 135 115
33 130 147
150 70 1
18 13 14
51 65 34
20 6 14
3 9 8
4 13 17
128 107 61
15 14 11
150 99 1
13 7 9
94 88 38
150 150 150
39 96 10
6 64 54
150 78 1
12 7 1
150 123 1
150 150 150
15 2 1
150 148 1
20 15 11
142 65 101
10 19 9
112 23 44
15 8 19
150 134 1
1 19 9
113 17 127
8 19 17
13 3 5
150 150 150
114 59 109
150 150 150
150 45 1
1 7 11
2 19 9
3 19 12
150 72 1
89 74 77
14 7 8
11 8 5
15 9 7
8 15 12
12 6 6
15 11 10
150 150 150
1 19 2
150 150 150
7 6 6
38 118 102
12 12 4
150 150 150
27 121 96
150 150 150
4 14 6
10 14 9
6 2 9
9 8 11
8 7 14
150 150 150
113 57 38
6 14 8
150 150 150
9 7 5
150 150 150
12 4 5
67 137 53
150 70 1
5 13 17
150 150 150
17 11 1
10 15 13
8 13 17
86 113 150
150 42 1
150 63 1
150 24 1
14 7 15
150 2 1
16 19 7
150 42 1
12 70 115
11 1 1
150 150 150
92 74 17
12 10 15
11 17 19
150 124 1
17 3 14
15 3 16
150 150 150
21 66 80
16 15 13
100 141 72
14 14 11
14 12 20
1 43 90
150 150 150
150 150 150
150 55 1
17 7 9
11 10 1
109 119 49
1 5 4
10 8 13
3 7 19
150 150 150
150 123 1
68 67 111
70 21 16
12 8 13
150 150 150
138 89 101
18 20 13
9 1 18
150 88 1
150 150 150
8 18 3
9 10 15
150 84 1
6 4 20
6 2 13
150 150 150
150 72 1
4 20 18
150 150 150
150 150 150
14 16 16
58 100 24
18 11 17
1 1 5
150 129 1
11 14 15
150 96 1
49 72 125
16 15 8
84 91 89
50 91 145
150 67 1
150 120 1
8 8 17
150 150 150
13 20 16
6 14 10
4 15 10
20 11 19
150 16 1
15 4 12
11 122 78
10 2 9
2 5 20
12 13 11
68 40 5
150 13 1
15 12 16
150 150 150
150 88 1
120 97 62
14 8 9
20 18 14
37 75 102
8 6 9
150 150 150
150 59 1
18 14 11
89 85 49
150 108 1
7 7 19
150 150 150
150 67 1
67 95 122
14 10 5
1 8 1
150 98 1
2 3 2
23 139 107
110 135 138
150 106 1
31 4 94
2 5 3
7 15 11
150 150 150
3 8 12
126 106 113
150 144 1
3 16 18
8 14 14
4 91 82
150 150 150
150 121 1
102 19 49
150 150 150
10 18 13
101 150 93
108 81 35
11 7 8
13 17 3
9 5 12
4 8 12
16 13 17
9 5 10
15 10 3
100 74 70
2 13 9
12 6 20
150 69 1
15 1 13
6 18 19
145 26 65
2 2 4
150 150 150
150 150 150
122 79 132
150 31 1
104 99 107
9 14 19
20 103 101
2 18 20
12 4 16
4 9 9
150 99 1
9 10 1
17 9 3
150 150 150
150 16 1
150 79 1
7 11 18
150 150 150
120 42 96
143 69 73
150 150 150
20 12 19
17 17 5
13 20 8
63 25 139
1 5 2
150 150 150
150 87 1
150 2 1
11 7 14
32 38 78
18 3 13
91 108 120
14 71 34
147 111 101
112 140 55
150 127 1
150 150 150
150 54 1
17 5 9
150 65 1
73 139 112
97 79 133
9 14 18
27 134 32
107 4 135
150 150 150
150 66 1
80 20 33
116 101 16
16 17 4
31 106 64
59 113 16
18 5 4
2 8 16
5 1 1
150 81 1
5 17 3
119 56 18
150 150 150
1 9 20
42 118 115
68 17 82
73 13 101
120 129 58
1 19 1
10 3 13
12 14 5
1 17 14
15 18 2
150 10 1
11 17 4
150 150 150
79 99 94
18 20 2
150 150 150
7 15 6
150 150 150
12 11 16
48 18 40
18 18 6
150 150 1
7 12 17
150 150 150
150 49 1
5 19 20
9 15 3
27 48 22
12 24 15
14 1 9
6 15 20
105 75 67
70 129 130
1 10 3
3 2 11
18 2 7
122 40 64
150 4 1
1 110 133
150 150 150
