37
3 14235
19 3 11
8 1 4
6 2 15
5 12 20
150 150 150
150 150 150
14 19 13
150 122 1
150 150 150
7 11 15
8 2 1
9 3 4
18 10 1
150 150 150
150 135 1
16 19 7
10 10 12
14 1 7
10 20 11
150 150 150
23 97 68
81 10 16
19 15 8
13 12 13
92 18 117
15 15 1
150 64 98
150 150 150
3 3 1
19 7 20
20 7 15
5 6 14
1 3 18
3 7 12
16 8 14
150 150 150
104 140 1
150 150 150
110 98 148
18 3 7
2 6 11
10 17 20
14 15 20
61 15 141
150 150 150
150 143 1
63 32 32
150 150 150
150 150 150
8 19 3
76 143 82
150 50 1
112 14 4
150 142 1
1 3 20
95 141 78
150 75 1
150 109 1
19 12 20
7 2 15
10 15 4
131 111 63
1 3 1
92 147 6
9 7 3
7 1 12
96 87 39
150 150 150
150 150 150
53 60 120
150 20 1
12 13 6
150 122 1
109 65 40
19 12 6
13 7 14
55 41 143
63 110 130
10 20 13
30 67 32
150 132 1
150 122 1
150 150 150
115 51 82
20 9 18
18 15 6
4 7 19
25 94 22
115 85 8
96 21 28
7 20 11
150 111 1
7 79 54
4 18 13
150 150 150
60 68 81
150 150 150
147 1 19
7 10 5
80 34 81
150 38 1
17 13 15
150 150 150
54 106 73
150 150 150
150 68 1
14 2 13
4 10 20
17 20 16
2 2 13
2 16 9
1 3 20
13 6 12
141 122 82
7 14 12
12 14 4
150 150 150
53 137 125
12 13 8
69 77 98
8 14 14
17 11 16
12 9 4
7 5 2
150 53 1
15 15 9
7 2 11
17 4 17
126 99 16
7 8 8
150 52 1
150 150 150
5 79 89
8 4 3
1 18 19
150 150 150
150 150 150
83 69 58
150 53 1
150 21 1
150 84 1
150 130 1
150 150 150
10 10 19
14 14 7
8 18 5
10 34 15
150 150 150
150 150 150
32 129 107
5 4 1
150 137 1
150 105 1
12 19 15
33 53 44
6 12 3
150 86 1
11 14 16
11 15 9
150 150 150
20 5 2
140 15 104
14 7 4
2 8 18
7 10 10
150 102 1
150 150 150
4 18 9
59 13 69
150 41 1
17 14 8
150 66 1
134 147 95
8 17 14
150 132 1
149 104 20
5 17 16
137 30 67
1 2 3
16 1 14
1 8 6
13 3 20
150 27 1
17 18 2
6 7 9
105 126 36
14 13 18
150 8 1
10 15 18
150 150 150
3 7 9
150 104 1
6 19 13
7 2 16
13 14 5
20 18 15
150 31 1
113 21 51
8 7 9
3 9 16
