37
6 12634
150 150 150
150 150 150
105 21 7
19 15 1
102 127 150
6 9 8
150 150 150
150 150 150
150 150 150
111 35 144
11 4 11
105 12 75
135 30 136
8 17 10
15 2 15
4 12 10
5 8 8
11 12 20
13 6 2
6 113 144
48 121 58
150 11 1
19 46 42
150 118 1
5 11 10
150 150 150
47 62 21
4 15 15
37 46 70
10 10 7
6 15 17
15 15 7
9 7 18
4 3 15
150 150 150
150 96 1
17 6 13
150 100 1
71 145 14
150 150 150
20 6 6
150 150 150
20 47 76
150 102 1
150 73 1
150 33 1
12 16 7
150 150 150
3 12 20
150 146 1
150 17 1
150 150 150
150 150 150
33 69 26
11 19 3
3 8 17
2 20 2
132 75 132
150 57 1
150 150 150
150 150 1
20 8 2
150 28 1
150 150 150
150 150 150
18 18 5
150 150 150
73 97 46
40 18 84
10 3 18
150 139 1
8 12 9
19 16 18
19 115 119
20 6 5
4 87 10
61 14 93
150 150 150
77 47 46
7 9 1
150 74 1
150 33 1
150 118 1
97 75 31
150 129 1
74 145 19
1 12 6
12 11 17
74 75 57
6 12 8
2 15 15
3 13 7
8 6 2
14 10 19
5 7 15
150 51 1
5 12 12
33 102 1
150 150 150
14 17 3
2 12 14
77 141 51
97 65 23
12 12 11
7 14 6
150 26 1
150 150 150
9 10 4
150 135 1
150 41 1
150 150 150
150 150 150
150 150 150
3 8 12
150 4 1
5 9 1
11 4 16
150 150 150
118 27 50
16 6 3
17 7 10
5 13 7
93 21 43
150 150 150
52 66 74
3 17 13
9 5 6
150 116 1
2 16 3
14 12 4
9 5 12
1 9 4
150 150 150
4 2 20
141 122 149
150 118 1
150 141 1
150 121 1
8 12 8
150 150 150
29 104 124
150 150 150
104 120 18
150 71 1
9 12 18
150 64 1
150 143 1
75 44 25
150 150 150
23 85 45
150 135 1
19 2 17
8 10 3
150 150 150
72 58 55
17 17 10
150 150 150
100 31 125
6 17 3
145 27 15
33 64 79
26 140 148
16 3 16
16 8 16
150 147 1
150 72 1
150 150 150
150 127 1
17 19 4
134 108 40
16 9 7
150 132 1
150 135 1
15 14 16
7 144 148
4 2 20
88 21 14
18 8 15
58 90 108
150 88 1
150 150 150
150 57 1
150 137 1
150 141 1
22 146 91
5 7 3
103 95 91
27 68 112
20 4 13
150 150 150
13 10 17
150 63 1
70 60 1
1 5 8
150 145 1
150 150 150
150 71 1
128 90 129
150 32 1
9 15 7
14 6 3
7 76 123
20 16 2
92 36 135
5 2 11
8 15 2
14 7 11
1 3 9
150 150 150
98 149 66
11 2 4
150 44 1
7 10 18
20 13 3
15 14 13
150 51 1
19 5 18
150 136 1
7 1 11
150 150 150
150 41 1
8 2 14
38 8 60
150 150 150
8 10 12
14 4 1
150 150 150
150 81 1
2 4 2
98 147 129
150 62 1
14 57 68
2 7 10
30 143 49
10 15 3
13 6 1
105 111 54
18 5 15
150 32 1
150 150 150
150 150 150
122 127 101
150 150 150
114 84 92
14 16 12
74 27 137
52 141 104
150 16 1
150 150 150
15 2 17
3 14 12
17 10 9
150 150 150
8 19 20
100 67 69
150 96 1
46 61 129
12 13 16
10 3 4
125 42 108
4 11 1
150 150 150
139 94 133
15 7 5
150 46 1
13 16 5
7 19 9
14 17 3
150 150 150
80 102 61
138 54 31
7 4 15
20 14 4
1 5 19
84 140 30
8 8 17
3 3 2
134 57 139
116 32 143
14 34 21
14 19 13
88 13 77
59 72 62
48 138 15
22 17 52
150 150 150
3 9 2
87 118 105
60 100 1
9 13 12
150 150 150
132 21 63
18 1 11
98 7 128
63 1 2
5 70 30
15 14 13
135 97 43
133 50 98
16 9 8
19 20 12
17 8 16
1 1 20
11 13 9
19 3 14
5 9 19
150 79 1
124 119 39
5 3 11
150 44 1
11 74 129
17 3 20
25 136 22
116 68 21
5 3 115
10 19 10
150 150 150
16 4 6
18 10 14
150 124 1
13 8 15
150 150 150
19 19 6
150 89 1
11 9 6
2 19 11
98 54 24
14 16 19
1 11 7
64 80 125
150 43 1
13 13 14
150 90 1
1 15 8
115 106 74
18 9 12
14 19 16
150 15 1
14 14 17
150 134 1
7 10 17
25 87 137
150 20 1
150 150 150
150 116 1
7 1 13
150 53 1
150 150 150
150 136 1
19 16 14
135 132 35
150 100 1
150 98 1
3 7 4
4 9 14
44 9 132
150 150 150
150 150 150
150 71 1
60 94 37
22 145 78
135 86 120
48 66 28
20 2 11
58 16 40
134 143 120
116 119 17
15 39 91
12 8 5
32 73 114
150 40 1
13 9 13
150 80 1
4 6 18
42 11 55
37 102 132
1 2 4
2 3 5
73 59 46
11 18 3
109 62 47
150 81 1
12 3 16
62 43 89
150 43 1
9 12 7
17 19 11
19 19 19
12 16 12
20 14 12
150 150 150
150 150 150
150 85 1
6 2 14
11 12 18
2 7 20
150 150 150
104 57 126
19 6 12
4 4 12
45 34 109
12 3 17
71 8 3
16 2 2
38 101 96
150 76 1
