42
9 12353
59 83 41
130 136 44
17 5 20
15 132 68
3 18 10
80 20 71
7 9 6
15 16 1
150 90 1
16 5 12
50 46 94
20 2 20
13 10 1
31 18 54
2 4 6
150 150 150
11 10 14
5 3 12
2 76 28
150 135 1
5 4 17
5 1 17
150 150 150
150 150 150
33 40 112
60 38 40
17 10 5
19 19 3
13 17 18
12 18 18
12 24 117
3 17 18
150 150 150
150 150 150
19 2 11
150 19 1
4 1 3
45 97 24
150 150 150
150 150 150
14 9 11
144 125 56
2 14 2
5 11 2
17 6 17
12 3 10
94 99 136
3 9 3
150 97 1
18 9 13
12 7 11
116 58 95
150 134 1
19 20 19
10 99 20
7 9 13
150 125 1
120 58 96
150 8 1
150 150 150
150 84 1
14 15 11
11 12 15
150 142 1
16 6 1
12 19 16
17 138 98
106 20 18
14 2 15
115 96 49
150 150 150
89 132 1
150 78 1
12 20 1
9 11 5
1 15 20
132 122 130
113 81 27
5 8 18
3 1 2
13 7 20
9 10 18
150 2 1
131 15 107
150 145 1
1 3 12
13 7 15
7 11 12
7 6 6
20 2 9
150 35 1
8 1 16
150 150 150
150 150 150
10 1 13
6 57 30
150 150 150
5 19 17
16 16 13
5 8 1
150 150 150
3 52 114
150 150 150
16 2 4
35 33 7
150 90 1
150 125 1
150 54 1
7 42 69
150 123 1
3 3 11
150 150 150
150 147 1
150 150 150
150 150 150
17 1 5
45 135 25
13 3 1
150 150 150
51 52 68
17 12 2
65 121 87
4 17 11
10 5 11
11 3 5
2 7 6
4 5 1
12 14 7
15 3 4
150 52 1
20 5 4
150 150 150
150 150 150
10 18 7
150 85 1
19 12 16
150 150 150
18 12 7
9 18 13
126 55 100
44 118 85
150 150 150
17 11 19
150 150 150
150 87 1
150 150 150
150 150 150
86 51 84
150 150 150
11 14 11
19 15 6
73 57 127
150 150 150
39 68 76
150 150 150
2 6 13
150 150 150
14 7 20
150 150 150
1 17 1
6 4 8
150 150 150
27 134 110
12 18 10
150 150 150
13 17 9
68 76 14
19 11 1
11 7 16
150 150 150
20 8 10
41 10 39
9 7 12
99 69 147
10 7 18
17 15 18
17 4 17
20 1 20
96 84 21
4 8 19
150 150 150
13 16 1
6 11 4
150 52 1
1 2 13
9 2 16
150 112 1
7 2 16
51 1 24
4 13 18
13 19 11
1 15 4
150 72 1
20 8 3
2 9 16
20 16 15
150 114 1
82 36 56
29 45 84
17 1 11
150 150 150
150 150 150
2 2 15
72 132 85
6 15 14
39 120 93
138 98 17
20 8 9
9 20 19
150 150 150
150 122 1
67 21 54
109 89 12
12 9 7
1 1 5
4 7 1
15 8 15
150 150 150
150 150 150
150 150 150
150 106 1
18 11 8
134 62 66
150 142 1
34 51 117
14 18 6
11 12 14
19 4 9
9 5 7
121 127 11
150 150 150
21 148 69
150 150 150
69 64 97
150 127 1
19 3 20
9 88 118
88 14 111
141 13 131
13 2 17
7 31 22
2 16 12
9 6 14
11 18 18
150 62 1
9 14 19
1 19 1
44 149 22
11 69 69
55 72 10
11 7 5
150 150 150
17 4 15
6 18 7
42 47 65
3 7 13
150 106 1
150 150 150
115 74 109
16 7 7
17 17 63
15 12 7
139 137 99
20 20 16
150 12 1
150 94 1
148 70 78
8 8 10
8 3 13
150 150 150
24 121 60
86 149 6
11 7 2
150 150 150
150 147 1
150 150 150
150 150 150
8 13 1
73 96 110
1 2 13
20 11 18
3 7 5
34 139 79
2 11 3
2 6 2
2 5 19
5 2 7
17 20 15
5 12 4
150 150 150
2 6 9
150 98 1
5 10 15
15 2 7
150 150 150
150 147 1
1 11 13
150 138 1
71 111 59
68 84 24
11 3 1
150 14 1
38 20 79
3 12 17
2 17 14
14 7 15
6 16 3
9 16 10
18 6 10
150 38 1
150 25 1
117 52 74
150 5 1
150 116 1
4 1 1
4 19 8
150 150 150
150 150 150
11 4 4
7 8 15
19 8 19
150 150 150
6 4 13
13 13 6
18 13 10
150 124 1
16 2 11
8 12 13
150 150 150
9 15 19
14 5 19
131 8 41
145 30 72
18 7 20
150 150 150
1 10 13
150 150 150
99 52 28
150 150 150
70 86 5
16 19 12
107 58 102
150 97 1
13 1 19
13 5 20
3 12 15
1 10 12
11 2 1
150 150 150
150 103 1
17 3 1
150 83 1
150 150 150
21 127 65
6 9 8
58 76 96
16 18 11
33 51 58
5 6 1
31 29 44
150 87 1
150 150 150
18 9 19
150 129 1
39 94 115
150 88 1
43 10 84
2 15 20
150 150 150
13 3 11
150 89 1
150 126 1
150 91 1
6 12 12
17 4 7
150 58 1
77 28 111
40 20 79
150 59 1
150 150 150
11 1 4
147 88 135
62 141 100
150 85 1
63 46 88
150 56 1
17 1 7
103 65 21
16 12 15
150 150 1
1 14 6
150 133 1
92 131 68
150 150 150
150 86 1
145 142 109
150 105 1
19 6 18
7 20 2
7 16 6
20 8 8
150 43 1
15 6 19
8 13 9
15 14 16
14 14 2
150 55 1
2 2 1
150 118 1
150 76 1
150 150 150
13 4 8
18 6 4
150 49 1
7 13 7
19 10 17
6 20 8
135 61 141
15 3 6
3 12 1
150 150 150
15 8 18
98 59 14
26 10 48
15 3 11
19 16 19
18 2 4
150 49 1
4 62 53
12 11 5
86 71 144
150 58 1
150 150 150
18 13 18
150 150 150
86 107 36
150 146 1
118 93 59
150 71 1
18 15 15
47 139 96
13 108 21
17 8 19
17 10 2
109 38 131
8 2 4
150 32 1
150 106 1
150 108 1
150 150 150
8 12 3
135 6 117
1 15 10
150 150 150
8 16 5
63 48 96
150 150 150
14 12 14
9 5 4
150 49 1
18 12 8
9 9 6
3 17 15
13 72 5
150 150 150
150 150 150
16 15 13
150 83 1
68 67 88
150 38 1
133 33 52
14 3 16
8 6 10
126 47 108
8 19 16
80 135 32
55 108 62
150 87 1
123 82 113
150 116 1
2 16 14
150 142 1
11 2 15
85 18 85
16 9 11
6 2 17
34 26 90
8 19 6
150 75 1
12 5 33
6 12 1
150 75 1
14 10 8
77 71 100
150 150 150
56 141 109
150 67 1
149 24 108
5 19 20
150 150 150
2 17 11
150 150 150
140 110 58
150 150 150
3 147 7
13 15 13
150 150 150
150 129 1
10 20 3
20 17 5
7 10 5
14 15 11
150 12 1
92 16 79
150 78 1
138 21 146
14 15 3
3 9 9
15 2 10
150 65 1
82 74 25
102 71 116
150 34 1
150 118 1
150 77 1
12 10 2
20 19 19
150 3 1
19 19 15
38 117 67
114 88 50
10 20 15
69 56 80
150 115 1
11 70 79
125 73 48
26 137 15
18 15 7
150 150 150
63 44 109
14 4 18
42 135 21
6 11 3
11 8 9
3 16 11
66 99 147
3 55 53
17 1 15
14 90 132
6 10 12
48 57 44
5 4 10
2 17 16
150 9 1
11 12 20
6 8 20
150 150 150
140 85 149
44 125 33
2 11 17
20 17 14
14 15 1
19 97 97
12 96 13
5 6 13
10 14 11
113 95 84
3 19 7
6 51 105
13 11 1
150 150 150
6 7 5
11 6 2
150 150 150
150 98 1
85 126 97
4 3 4
150 150 150
8 6 12
8 9 9
150 150 150
8 2 10
14 12 6
6 8 1
150 150 150
7 14 16
130 144 120
58 109 37
150 65 1
17 43 116
150 150 150
133 59 125
2 20 1
18 17 4
55 42 74
150 150 150
150 92 1
8 15 1
20 16 7
19 14 20
2 17 18
11 131 7
1 20 6
150 105 1
150 48 1
150 150 150
3 9 10
9 16 4
20 2 4
4 1 13
7 17 7
150 150 150
150 35 1
13 7 19
17 1 19
150 150 150
14 10 15
150 116 1
10 20 2
150 150 150
34 3 73
10 17 8
150 150 150
1 10 15
150 22 1
150 118 1
103 53 49
150 150 150
20 7 17
20 12 19
87 106 95
9 15 7
14 5 10
7 10 6
150 24 1
7 6 15
88 78 69
123 84 113
150 150 150
16 9 11
11 11 12
16 7 18
150 150 150
150 118 1
141 132 83
7 10 19
13 5 107
6 7 15
18 18 11
16 5 132
79 57 56
150 150 150
150 150 150
150 150 150
15 14 1
18 18 3
11 1 2
150 150 150
150 80 1
127 25 47
67 7 44
150 76 1
23 20 150
13 10 14
37 147 121
150 143 1
150 23 1
5 9 19
13 10 12
7 9 7
88 86 129
6 18 18
14 20 19
6 9 9
150 62 1
11 9 14
38 23 126
15 19 16
4 9 20
99 4 136
110 70 76
150 106 1
150 135 1
6 13 10
49 103 76
2 16 2
5 5 8
3 4 10
16 9 12
1 6 13
5 143 28
13 11 5
17 8 11
56 68 9
129 56 56
150 150 150
15 19 18
57 95 116
150 138 1
150 150 150
150 78 1
9 14 19
17 73 84
100 100 52
9 11 19
37 15 17
150 62 1
11 10 16
150 105 1
150 26 1
11 18 4
4 3 20
129 87 103
3 8 11
150 150 150
150 148 1
150 85 1
5 19 13
3 13 1
16 2 10
150 87 1
150 150 150
150 120 1
12 3 16
150 150 150
18 12 13
10 106 128
150 150 150
2 10 4
150 148 1
12 20 12
150 150 150
62 60 11
150 150 150
150 67 1
2 18 4
150 150 150
7 9 20
150 23 1
2 4 10
150 8 1
120 51 1
11 16 2
21 82 50
49 135 54
96 128 17
150 150 150
19 9 12
9 17 16
114 146 78
69 106 120
13 20 11
150 115 1
150 150 150
15 2 4
1 8 18
11 4 12
9 13 1
143 18 9
150 150 150
6 1 14
7 4 4
150 150 150
10 13 20
19 3 20
150 15 1
4 18 1
133 99 126
10 11 2
150 70 1
21 103 111
150 150 150
13 6 12
2 20 2
6 19 20
150 113 1
15 129 29
9 4 15
150 95 1
150 150 150
150 150 150
150 149 1
150 119 1
8 90 16
1 4 2
88 67 119
72 85 95
19 11 10
150 118 1
6 4 15
16 3 17
79 136 103
6 11 10
56 10 93
7 20 19
3 17 18
140 65 89
150 150 150
150 40 1
6 18 2
9 6 13
150 150 150
18 18 8
150 150 150
135 125 87
1 20 19
38 143 2
150 150 150
8 8 20
12 16 10
150 62 1
2 4 3
3 8 15
44 74 74
150 30 1
150 60 1
150 41 1
19 12 10
150 150 150
13 10 2
150 150 150
5 17 8
150 148 1
12 6 10
150 103 1
6 16 17
11 13 7
150 32 1
150 77 1
150 150 150
18 4 19
3 5 3
4 8 17
58 58 45
61 116 40
132 43 94
19 19 17
6 11 20
150 150 150
5 7 9
9 12 15
10 10 16
75 4 106
4 14 15
150 150 150
119 150 132
1 6 16
150 150 150
17 6 11
23 140 91
150 27 1
1 12 15
5 121 87
150 110 1
150 150 150
8 4 6
14 5 16
38 121 141
101 25 93
6 19 7
11 18 6
150 89 1
12 14 10
12 9 3
150 74 1
13 9 18
20 10 3
11 17 15
12 18 7
3 5 15
10 19 6
150 14 1
150 108 1
4 5 11
150 150 150
98 135 77
138 4 22
14 1 3
150 55 1
28 126 93
143 28 68
9 19 8
17 20 16
11 2 11
17 7 1
13 17 17
90 84 11
145 54 128
150 150 150
136 113 90
9 5 5
19 1 17
18 15 7
150 100 1
5 5 17
8 13 11
150 54 1
150 116 1
150 150 150
20 17 3
4 4 12
20 17 8
12 14 8
78 37 116
13 19 11
16 16 9
1 18 15
6 13 17
65 83 150
3 1 17
150 16 1
11 4 1
150 50 82
150 150 150
150 150 150
11 10 1
10 7 3
12 20 17
84 119 120
150 134 1
150 2 1
150 41 1
150 111 1
76 79 67
150 150 150
150 150 150
80 120 147
63 34 128
31 49 139
19 13 7
4 6 15
20 7 14
2 13 7
4 7 2
10 20 15
11 19 6
150 150 150
150 150 150
23 11 63
9 18 4
150 150 150
150 25 1
91 124 138
150 150 150
36 45 35
8 8 15
150 150 150
91 4 75
5 14 20
45 76 109
150 103 1
150 96 1
150 150 150
98 70 123
22 102 134
85 66 120
150 150 150
