46
7 7297
150 150 150
20 11 3
17 3 11
17 137 123
150 150 150
13 8 1
18 1 19
16 3 14
9 1 14
62 146 94
14 2 13
11 9 14
3 9 12
16 17 6
10 20 7
120 62 140
150 150 150
8 10 17
8 5 1
150 10 1
150 133 1
150 150 1
150 150 150
16 6 2
150 150 150
11 2 12
8 16 20
51 17 117
23 24 147
12 7 18
17 18 14
16 15 17
2 12 14
18 6 2
108 139 50
11 11 6
14 42 61
61 142 86
70 5 86
150 7 1
1 5 12
147 27 126
10 12 4
8 104 119
14 5 12
71 28 135
8 9 1
10 12 8
130 100 125
150 84 1
93 135 129
9 20 18
5 3 6
12 6 1
5 14 2
1 3 8
19 8 15
5 9 3
11 19 5
23 88 59
150 8 1
150 150 150
19 19 5
3 18 20
16 15 17
11 14 12
150 150 150
150 150 150
150 150 150
12 4 18
6 9 5
17 13 20
150 150 150
150 16 1
15 4 12
150 146 1
11 8 19
11 11 3
103 78 123
130 140 126
150 150 150
150 150 150
56 86 107
150 133 1
11 10 16
150 18 1
80 65 46
13 4 11
4 71 32
9 14 15
150 150 150
4 13 15
49 48 56
17 15 1
33 115 29
100 109 132
14 4 9
3 15 19
137 28 127
112 9 97
150 150 150
88 143 100
48 22 109
81 147 21
150 126 1
150 121 1
1 3 17
150 2 1
150 60 1
150 127 1
20 12 4
17 6 19
150 150 150
78 70 43
4 2 4
3 6 9
150 40 1
124 143 91
72 71 139
107 88 138
6 12 9
11 6 17
150 115 97
2 89 1
97 69 55
150 150 150
12 18 12
150 150 150
150 150 150
4 3 7
13 11 10
150 87 1
150 150 150
29 81 91
13 12 20
31 90 7
150 49 1
12 13 5
1 11 5
13 3 7
150 69 1
15 8 6
15 18 2
150 56 1
20 6 7
14 19 3
123 54 107
17 9 9
17 5 9
17 9 13
19 11 12
20 17 15
116 36 85
5 9 10
6 38 85
15 14 12
14 5 15
150 150 150
150 61 1
2 18 5
150 150 150
131 29 39
150 150 150
5 6 16
150 150 150
9 15 16
18 6 10
13 65 147
30 120 90
62 106 68
10 4 2
150 82 1
20 4 8
89 52 136
150 101 1
150 150 150
87 61 55
124 39 143
20 18 11
150 150 150
26 44 30
150 150 150
45 138 30
6 10 1
150 10 1
2 20 19
9 15 5
7 10 9
19 11 3
18 89 9
150 150 150
95 70 119
150 150 150
150 150 150
150 121 1
150 126 1
18 20 13
9 18 6
13 1 19
15 5 20
150 124 1
150 150 150
130 109 148
8 8 7
150 37 1
6 2 6
150 150 150
2 18 8
20 8 10
16 13 6
150 150 150
150 150 150
11 4 9
150 107 1
107 67 54
150 150 150
9 2 12
146 57 82
102 73 49
53 51 145
4 18 13
150 136 1
150 106 1
4 11 10
15 13 18
44 95 26
8 16 1
92 34 101
150 150 150
150 50 1
108 83 99
150 150 150
19 3 20
112 18 81
3 7 9
20 6 11
12 9 15
150 139 1
19 2 9
93 94 37
7 6 19
6 6 13
11 7 6
16 15 18
5 14 3
55 99 98
14 8 12
150 150 150
129 16 118
150 134 1
70 127 64
150 50 1
14 12 11
15 20 15
150 45 1
150 144 1
7 18 18
150 24 1
150 150 150
1 3 17
14 20 2
3 5 7
1 2 13
10 5 13
11 62 140
120 105 62
150 150 150
150 150 150
74 40 92
3 14 7
150 102 1
85 110 30
150 68 1
