27
9 20032
11 5 16
10 10 9
16 2 2
88 128 82
8 10 13
49 80 97
19 17 12
74 24 39
150 94 1
9 12 15
1 8 8
20 12 8
28 140 65
150 150 150
119 22 80
4 8 115
150 150 150
6 5 12
150 150 150
20 89 95
150 12 1
150 12 1
150 150 150
12 6 16
15 6 19
6 6 15
150 115 1
150 35 1
150 73 1
17 2 9
150 150 150
140 37 33
122 58 116
150 150 150
66 45 54
4 1 16
5 10 19
18 15 13
7 18 14
150 150 150
1 10 14
2 18 16
150 150 150
20 13 18
150 19 1
114 142 64
150 150 150
150 95 1
2 16 19
8 20 18
150 150 150
1 11 14
150 135 1
129 1 15
13 12 7
14 6 17
7 7 13
19 11 15
1 7 11
150 20 1
150 10 1
7 5 15
150 150 150
15 4 12
150 150 150
150 150 150
51 68 82
150 150 150
6 3 13
6 2 20
49 96 78
127 27 40
102 66 122
150 150 150
150 150 150
5 14 19
12 12 17
150 150 150
19 9 8
8 2 14
68 10 52
9 16 20
150 150 150
12 16 14
150 113 1
20 12 18
150 9 1
6 13 18
150 74 1
108 87 78
12 8 19
150 150 150
4 5 13
132 137 128
19 13 8
150 150 150
82 30 59
123 17 31
110 124 115
80 140 139
9 13 12
147 58 77
150 150 150
125 86 118
5 3 4
4 143 95
8 11 4
2 7 15
19 17 18
150 150 150
93 1 130
150 150 150
1 5 9
150 14 1
7 4 6
150 56 1
91 1 39
150 150 150
150 5 1
16 14 4
9 16 2
150 150 150
150 150 150
150 33 1
150 5 1
150 55 1
4 8 10
150 150 150
150 26 1
59 35 67
16 20 20
150 150 150
21 57 135
76 78 74
6 9 10
62 127 124
3 2 3
20 9 16
150 128 1
8 21 22
15 2 13
150 27 1
2 19 3
5 6 4
37 130 138
150 117 1
15 17 8
150 44 1
18 54 127
150 117 1
16 10 18
133 78 69
134 128 105
13 9 13
150 60 1
103 87 67
150 143 1
139 83 53
12 19 11
150 150 150
150 85 1
18 7 5
5 4 8
8 14 18
10 3 3
19 3 12
53 28 58
10 11 11
150 132 1
5 9 11
150 72 1
14 18 1
150 150 150
3 6 15
150 45 1
150 90 1
13 18 5
13 14 9
68 119 138
133 4 78
2 2 7
5 6 17
17 17 16
3 14 10
150 150 150
19 4 19
150 51 1
2 10 127
6 97 48
150 71 1
8 9 7
12 2 8
150 150 150
127 125 52
150 150 150
150 28 1
150 119 1
31 74 17
7 7 9
12 2 25
150 150 150
18 12 9
150 150 150
4 3 1
14 11 19
131 128 56
150 25 1
14 4 3
11 13 17
150 124 1
150 150 150
150 136 1
150 150 150
2 16 8
5 120 71
19 14 4
150 150 150
15 19 20
150 142 1
22 34 131
150 126 1
107 137 128
9 11 15
15 10 19
150 99 1
150 145 1
18 17 11
3 20 12
18 19 17
150 150 150
8 2 3
17 12 10
5 4 12
6 9 20
15 16 1
150 14 1
64 75 105
6 18 3
133 74 106
17 19 18
4 12 12
12 4 5
117 82 100
18 12 7
10 12 10
8 14 16
150 150 150
150 150 150
150 150 150
150 47 1
131 118 5
150 146 1
18 38 15
143 73 107
6 8 19
150 118 1
14 19 18
16 16 6
6 3 15
150 35 1
4 18 1
150 150 150
113 136 141
150 150 150
4 19 11
60 15 37
150 150 150
20 4 4
150 141 1
150 144 118
6 7 18
150 150 150
16 2 7
18 15 3
16 13 10
14 6 8
5 2 14
11 16 2
12 1 2
13 17 13
50 82 19
150 150 150
29 26 139
15 6 1
8 11 1
150 32 1
2 9 16
2 19 7
1 8 10
5 13 14
76 103 12
104 35 78
20 14 11
150 107 1
3 5 3
7 15 8
10 14 1
17 10 1
150 113 1
18 3 18
10 13 3
2 4 18
150 150 150
6 6 16
150 99 1
5 15 6
150 150 150
150 150 150
10 18 8
2 20 12
102 143 131
11 13 5
144 18 38
28 62 123
150 97 1
18 11 15
38 135 125
150 150 150
150 150 150
4 14 9
107 147 118
3 18 17
3 2 10
150 58 1
16 6 10
4 13 2
1 1 16
7 4 1
19 13 13
150 150 150
9 7 12
150 75 1
150 150 150
14 17 14
150 53 1
16 10 7
