38
4 324
17 9 18
15 3 7
4 9 7
137 146 93
150 126 1
120 64 13
16 18 12
105 60 45
11 3 2
19 6 1
150 60 1
5 13 17
14 10 11
18 12 16
150 68 1
21 140 34
5 114 88
116 39 89
55 50 79
150 38 1
12 5 7
150 150 150
92 16 95
18 16 17
11 7 18
113 70 140
5 13 14
148 14 143
4 76 147
90 147 108
6 16 17
15 12 19
15 18 12
18 7 16
150 150 150
150 150 150
9 17 4
6 3 14
18 18 12
16 5 14
150 150 150
150 35 1
150 150 150
1 16 4
59 87 97
6 5 3
147 81 8
150 150 150
150 74 1
150 96 1
11 3 10
12 14 16
150 73 1
2 19 18
150 150 150
150 75 1
19 2 3
16 8 3
129 54 78
79 56 126
6 11 3
18 2 16
5 14 13
17 14 15
114 99 74
88 150 64
3 13 8
5 17 19
113 38 121
150 42 1
150 150 150
150 109 1
150 150 150
49 144 58
150 150 150
150 150 150
15 10 12
8 16 3
150 150 150
78 80 69
150 33 1
13 14 18
150 150 150
18 6 15
11 1 8
150 150 150
150 150 150
6 14 1
39 138 106
88 25 58
10 19 4
9 19 3
14 10 10
150 49 1
150 81 1
13 4 8
8 1 5
54 9 33
97 50 43
150 150 150
17 17 16
150 85 1
86 105 38
7 3 20
84 12 50
150 105 1
13 17 14
11 10 4
150 135 1
12 6 7
150 20 1
150 150 150
34 117 103
150 71 1
2 7 2
20 16 20
150 82 1
111 33 91
9 6 8
49 93 143
12 19 6
19 7 17
150 150 150
150 150 150
10 15 7
149 41 54
150 150 150
43 130 62
13 17 12
11 5 20
10 7 15
150 150 150
10 6 19
8 14 16
1 3 1
150 150 150
150 150 150
9 9 20
6 14 4
18 3 1
150 104 1
4 18 11
150 144 1
147 12 146
28 147 41
52 104 148
150 150 150
150 150 150
150 150 150
19 11 11
12 13 11
150 40 1
19 19 9
10 12 13
34 96 105
15 5 6
41 64 8
1 12 8
15 20 8
7 6 82
150 94 1
150 150 150
15 1 7
5 7 5
5 14 15
8 1 17
150 115 1
3 8 1
53 37 106
150 143 1
150 44 1
150 150 150
106 86 8
2 3 16
150 134 1
150 6 1
13 16 14
4 1 12
150 86 1
150 24 1
83 114 120
5 6 6
3 6 12
7 7 8
102 103 47
77 124 89
3 2 9
150 150 150
12 3 15
1 18 10
3 12 20
13 11 5
150 150 150
19 19 6
11 16 3
51 13 139
6 13 20
145 59 25
150 150 150
80 59 72
25 2 43
150 150 150
21 57 27
3 8 20
150 150 150
1 5 7
150 28 1
150 8 1
150 150 150
150 150 150
150 37 1
150 30 1
108 123 120
150 91 1
46 142 54
15 19 11
57 96 77
16 5 20
2 16 5
19 17 7
82 103 137
150 150 150
150 150 150
150 126 1
101 104 41
20 4 18
150 150 150
150 150 150
150 150 150
150 73 1
11 5 13
15 11 3
12 2 17
101 127 62
13 12 6
52 72 74
18 19 12
150 89 1
150 150 150
135 149 141
3 4 13
150 150 150
15 9 11
31 123 55
18 6 6
150 150 150
19 2 17
6 19 11
20 8 5
150 150 150
95 24 63
69 105 18
150 83 1
150 150 150
150 71 1
7 10 8
9 10 6
15 12 14
107 71 26
150 150 150
109 20 97
8 14 2
21 60 111
9 17 7
14 18 6
150 84 1
150 150 150
150 150 150
6 52 78
3 1 16
16 20 5
150 139 1
1 19 19
146 103 2
32 66 40
4 3 20
2 18 4
150 141 1
150 150 150
150 144 1
7 4 4
150 96 1
147 19 16
94 50 80
66 27 139
16 18 5
28 96 30
150 150 150
15 4 9
150 97 1
150 150 150
150 150 150
16 18 1
9 12 14
14 18 13
18 7 20
6 3 19
2 1 18
19 13 19
150 130 1
10 16 13
150 104 1
2 18 11
150 90 1
150 150 150
5 13 5
150 51 1
116 143 33
17 16 11
13 13 5
11 16 4
2 20 1
150 150 150
67 48 51
13 20 1
6 12 8
150 21 1
18 13 10
69 46 64
8 20 9
113 109 129
150 77 1
150 150 150
142 68 124
3 15444
6 3 13
15 10 8
3 18 13
150 150 150
150 150 150
12 5 5
44 25 14
150 63 1
11 17 14
150 150 150
150 36 1
13 20 9
91 148 30
150 150 150
124 51 59
150 74 1
141 65 97
126 87 111
6 4 87
8 7 3
96 132 112
109 66 55
36 52 96
2 15 20
5 2 15
26 125 145
2 19 9
12 4 11
150 150 150
1 10 8
4 12 7
19 19 12
146 113 78
14 13 14
15 11 7
150 150 150
74 6 6
14 15 1
20 19 19
18 14 16
11 17 2
68 97 142
51 125 103
13 3 15
150 56 1
13 11 17
12 19 7
4 10 8
150 150 150
150 150 150
150 100 1
150 91 1
96 70 31
150 67 1
95 93 55
150 58 1
150 150 150
17 1 16
18 13 13
150 150 150
20 19 18
128 4 26
19 20 10
150 80 1
9 1 15
150 73 1
16 7 19
7 20 20
14 11 2
150 150 150
18 8 7
150 150 150
20 17 3
14 13 2
71 50 128
150 74 1
12 7 13
6 16 3
142 2 63
150 150 150
150 128 1
12 73 32
94 77 26
6 15 7
150 73 1
150 39 1
5 6 17
150 150 150
1 14 3
150 138 1
9 6 12
7 16 11
150 49 1
150 150 150
150 45 1
150 150 150
7 8 12
104 2 130
150 150 150
10 6 9
68 12 111
147 31 114
7 8 7
19 7 12
2 13 5
10 10 7
150 136 1
5 5 15
5 14 7
150 129 1
15 2 11
1 15 17
11 16 20
150 150 150
150 150 150
11 6 1
10 13 13
3 4 16
14 18 1
7 99 71
111 69 128
3 15 12
120 17 12
150 150 150
6 20 4
2 7 5
10 10 12
150 150 150
150 13 1
150 150 150
150 150 150
14 14 12
1 13 14
14 11 20
12 18 18
49 4 106
150 119 1
4 7 9
2 15 18
150 102 1
150 150 150
19 3 9
150 150 150
129 29 50
9 3 3
150 150 150
148 1 42
34 101 107
8 7 18
150 150 150
13 19 5
1 14 11
11 16 5
150 150 150
150 150 150
58 119 135
147 65 23
150 103 1
4 18 11
89 58 107
20 4 6
11 20 3
85 119 127
150 92 1
118 100 87
94 111 10
150 150 150
150 146 1
12 7 12
150 150 150
3 6 18
150 150 150
11 6 4
150 11 1
16 17 5
16 11 12
150 150 150
1 9 4
4 1 5
64 71 33
40 71 36
22 114 62
10 3 11
15 17 17
16 9 10
150 119 1
42 29 106
14 4 3
84 18 124
150 150 150
9 1 15
38 101 123
13 2 6
19 6 1
115 73 4
3 8 48
17 16 14
6 19 15
11 16 17
86 103 100
150 150 150
150 150 150
31 148 35
16 13 1
19 13 17
88 39 133
150 150 150
2 6 17
13 27 81
4 7 13
10 2 20
119 64 18
150 81 1
18 18 5
150 150 150
140 83 121
150 150 150
18 70 4
150 150 150
12 8 15
1 5 8
150 137 1
19 10 10
47 1 20
150 42 1
8 1 11
6 5 14
150 5 1
44 69 16
9 12 16
15 71 92
116 122 27
150 150 150
11 20 18
150 20 56
51 8 41
13 11 1
2 8 18
15 18 3
7 8 17
150 94 1
150 48 1
16 1 1
150 22 1
90 57 98
1 14 16
9 14 8
4 9 13
5 17 13
150 105 1
17 9 10
12 7 7
7 15 16
83 52 92
6 4 8
150 150 150
15 10 13
135 111 108
10 12 12
150 112 1
150 17 1
11 18 16
150 62 1
9 1 17
6 5 1
4 19 16
19 20 2
65 112 85
10 14 9
12 18 2
12 12 12
20 8 1
150 150 150
150 150 150
150 78 1
129 62 147
30 106 9
150 115 1
150 150 150
16 7 19
13 6 12
3 21 112
47 138 86
150 89 1
125 129 107
79 62 15
8 19 17
8 16 15
19 5 20
150 150 150
148 75 146
1 6 17
150 150 150
150 92 1
7 47 77
150 150 150
150 150 150
62 58 129
19 1 18
150 150 150
10 19 15
75 59 77
150 150 150
3 10 9
150 150 150
71 68 132
7 2 1
19 4 9
150 150 150
150 65 1
150 150 150
2 13 2
43 127 60
150 150 150
62 134 67
150 97 1
104 80 23
150 137 1
150 112 1
15 16 2
150 150 150
150 150 150
13 11 11
2 106 17
7 33 20
69 4 6
87 55 41
93 115 55
150 1 1
150 81 1
20 15 12
7 9 13
10 4 13
19 11 6
15 15 1
3 16 11
18 130 148
150 136 1
150 150 150
10 10 15
2 14 6
150 150 150
123 41 73
31 146 67
150 150 150
8 17 15
150 150 150
150 150 150
11 9 15
150 118 1
15 8 8
20 36 148
150 150 150
130 59 150
7 4 3
4 16 12
13 5 16
58 106 81
12 11 3
107 64 64
5 15 5
13 9 19
68 1 103
1 7 1
4 6 5
150 13 1
9 1 10
150 38 1
150 150 150
66 145 33
150 150 150
150 150 150
2 14 7
150 150 150
138 13 22
17 6 18
5 6 11
71 114 12
5 2 6
150 150 150
17 8 14
7 5 90
16 6 6
19 9 17
150 33 1
94 79 123
78 61 47
150 150 150
8 4 6
108 18 132
3 6 1
150 150 150
72 145 97
150 150 150
48 96 120
7 8 20
87 10 10
150 84 1
46 105 5
5 18 6
18 16 8
150 103 1
150 82 1
4 73 92
76 39 129
150 150 150
150 150 150
6 4 3
150 79 1
14 19 18
150 102 1
8 14 15
8 4 4
150 150 150
150 150 150
150 150 150
38 105 58
150 150 150
103 20 25
6 20 11
3 19 3
150 150 150
27 60 113
55 5 147
4 15 3
150 18 1
1 2 3
5 3 9
56 116 53
6 6 10
6 17 15
150 93 1
10 18 5
11 13 13
95 13 72
5 2 16
150 150 150
15 7 8
20 4 5
9 8 2
11 12 20
150 50 1
9 4 8
4 9 11
150 150 150
16 70 8
5 17 3
11 4 9
19 16 11
9 10 19
