14
2 12284
150 150 150
150 61 1
19 15 9
80 143 86
150 150 150
1 1 14
14 15 15
150 69 27
20 4 11
150 92 1
2 18 14
150 150 150
150 128 1
4 88 92
150 150 1
1 10 16
9 3 13
150 150 150
16 9 10
150 150 150
2 7 13
79 56 8
17 14 11
150 150 150
150 150 150
11 17 15
10 12 2
17 5 11
52 63 13
5 17 19
67 24 111
10 8 147
150 65 1
20 16 19
24 39 77
3 3 14
46 85 19
18 7 6
13 7 13
14 9 3
8 4 11
13 4 18
150 33 1
4 8 10
10 18 5
139 34 88
150 150 150
5 6 11
150 150 150
8 17 18
14 15 9
52 149 34
16 2 18
65 150 90
15 19 16
9 12 18
150 87 1
130 105 36
39 125 92
12 5 5
8 18 8
150 150 150
20 1 18
7 20 8
19 13 19
10 2 11
150 142 1
17 18 5
15 7 4
13 20 20
112 41 25
14 16 18
11 1 10
14 2 11
18 17 3
150 119 1
65 70 113
88 56 35
150 47 1
19 7 19
19 5 16
12 7 10
150 141 1
116 96 136
108 37 24
119 63 68
150 150 150
150 135 1
150 30 1
150 86 1
150 150 150
3 61 52
150 150 150
139 42 134
18 10 3
20 9 13
10 10 1
16 13 15
18 77 46
4 8 4
85 84 99
16 10 14
16 1 2
95 116 106
4 3 1
52 66 139
150 150 150
150 91 1
16 14 12
150 77 1
13 14 17
51 11 133
45 13 100
18 8 10
95 22 35
120 21 110
71 127 58
15 15 1
17 2 3
12 5 1
3 9 17
150 150 150
16 5 10
13 2 15
11 9 5
19 13 11
150 150 150
17 11 7
150 9 1
150 135 1
33 132 120
150 135 1
137 60 28
150 23 1
16 3 2
8 15 7
19 8 4
150 138 1
10 16 11
92 107 6
1 19 6
13 4 6
8 10 16
150 89 1
150 94 1
150 25 1
8 20 6
150 150 150
4 4 1
13 1 17
8 1 7
8 6 12
1 3 1
20 9 3
16 12 5
17 1 3
150 150 150
137 30 54
5 19 5
7 17 14
11 20 2
150 90 1
150 150 150
148 61 11
9 6 18
30 88 52
150 72 1
11 3 7
16 7 9
150 150 150
5 14 5
150 150 150
9 6 4
8 10 20
5 18 9
150 36 1
150 150 150
11 14 20
115 127 72
56 17 136
150 150 150
17 9 4
5 6 20
12 6 17
150 29 1
18 6 6
150 50 1
12 1 5
136 55 106
150 150 150
11 18 6
150 90 1
150 150 150
4 12 16
150 52 1
150 5 1
150 150 150
8 9 3
4 2 8
104 69 48
150 150 150
150 56 1
150 146 1
150 77 1
150 150 150
15 19 1
67 31 99
4 12 16
13 14 3
22 68 90
1 11 13
15 18 3
5 3 15
150 150 150
139 136 50
5 11 2
1 11 11
6 19 18
8 7 20
1 1 19
14 3 9
150 25 1
26 88 23
8 15 11
150 27 1
150 87 1
14 9 6
5 8 2
11 13 15
150 150 150
99 145 107
8 15 5
89 11 138
28 81 22
150 137 1
50 146 87
116 109 64
150 150 150
150 150 150
1 45 94
150 137 1
20 6 2
122 35 39
150 15 1
25 78 125
80 68 104
150 150 150
150 150 150
150 59 1
13 6 7
150 85 1
10 6 15
150 150 150
150 150 150
9 1 7
59 36 116
12 19 10
4 11 19
150 62 1
2 41 68
150 150 150
142 106 144
15 10 15
19 1 10
150 116 1
10 19 8
150 62 1
7 20 11
20 3 14
9 2 2
150 150 150
16 17 11
150 115 1
150 82 1
1 8 17
149 112 34
6 18 15
150 150 150
19 6 17
121 61 12
150 150 150
150 150 150
29 92 80
150 150 150
92 45 144
38 124 148
150 63 1
117 68 45
150 150 150
17 14 16
12 101 118
98 69 114
150 67 1
16 4 1
150 94 1
50 48 111
150 150 150
11 15 18
5 8 4
81 76 99
28 38 97
19 18 17
11 144 86
7 12 18
14 14 7
95 132 47
150 75 1
2 15 5
5 2 1
150 150 150
150 150 150
15 13 8
2 8 20
31 18 49
118 34 66
150 150 150
79 149 146
9 15 12
150 89 1
150 150 150
6 15 19
12 13 10
3 2 3
89 34 5
11 1 3
16 18 17
150 13 1
77 67 51
150 150 150
9 8 1
150 150 150
4 7 5
1 20 6
13 1 18
103 127 75
15 15 20
12 7 12
150 136 1
13 10 17
121 75 38
3 10 13
15 20 16
150 49 1
6 13 5
150 53 1
150 42 1
1 17 3
8 8 17
102 97 57
15 14 16
106 88 68
100 24 90
10 16 11
150 133 1
5 10 9
101 77 61
9 3 3
150 150 150
143 5 52
6 85 128
40 141 102
132 131 86
13 11 1
13 1 15
79 104 64
93 2 99
150 133 1
1 16 15
150 150 150
17 3 9
93 140 79
9 10 8
150 150 150
150 150 150
119 102 87
1 20 7
46 115 70
112 46 85
18 16 15
2 4 14
150 150 150
147 143 96
4 10 9
13 2 2
20 9 19
6 17 16
7 1 20
14 17 9
2 5 13
148 53 99
150 150 150
11 20 8
13 18 20
7 19 11
73 82 54
150 35 1
18 9 13
69 34 51
15 4 7
138 74 93
99 131 86
32 16 25
6 10 17
6 14 12
16 19 4
150 150 150
12 9 20
67 138 28
88 9 130
6 18 20
150 134 1
18 16 3
14 20 15
11 37 40
20 16 2
16 20 9
54 51 113
5 63 145
13 8 131
5 14 18
89 51 46
20 12 2
150 150 150
127 44 138
6 5 12
9 17 3
25 41 108
6 7 6
11 19 18
116 72 99
134 126 19
150 150 150
11 11 10
57 136 119
150 60 64
1 14 15
2 5 10
63 57 148
150 87 1
150 150 150
3 18 20
13 17 12
12 131 39
150 150 150
11 14 10
4 47 135
150 48 1
18 1 9
6 16 10
14 1 11
12 4 6
10 20 2
16 17 7
3 9 5
64 122 148
15 10 5
19 5 14
6 11 12
148 96 131
150 140 1
19 19 6
9 19 5
15 6 2
4 12 3
15 1 12
150 150 150
33 93 49
150 120 1
38 132 131
78 29 50
91 98 76
150 17 1
150 150 150
1 17 17
11 1 10
12 8 14
15 6 9
150 150 150
9 18 11
128 48 96
15 7 17
17 6 4
15 14 17
150 150 150
150 150 150
150 54 1
5 15 8
1 12 7
13 13 11
60 38 29
5 8 3
10 20 6
8 8 14
1 9 12
23 116 92
15 3 14
17 14 3
18 19 4
20 92 103
55 64 125
150 139 1
4 9 7
120 14 23
92 17 68
10 17 2
1 20 9
13 20 8
8 10 11
150 150 150
150 113 1
150 53 1
111 68 14
7 19 6
13 8 14
71 113 14
9 2 11
150 111 1
150 135 1
4 20 5
112 23 76
150 150 150
1 19 16
3 10 15
150 48 1
148 76 31
14 4 4
150 150 150
150 70 1
9 12 5
8 10 6
54 85 104
15 11 11
150 37 1
150 150 150
150 42 1
11 10 11
1 4 19
10 11 1
2 14 4
150 150 150
1 9 15
8 2 10
3 16 20
150 150 150
6 5 17
10 10 8
2 11 5
11 19 12
13 2 19
7 11 12
9 6 16
150 150 150
20 5 20
150 11 1
2 6 15
7 5 8
10 1 7
101 69 149
15 95 24
14 7 3
150 150 150
106 90 105
150 111 1
80 64 106
150 128 1
3 15 18
115 56 16
150 150 150
36 12 102
15 2 4
66 93 73
83 93 18
14 12 4
8 20 15
134 60 89
4 18 4
6 11 1
150 71 1
106 14 32
61 120 49
17 12 16
7 13 18
150 89 1
18 14 18
150 14 1
19 11 10
12 18 12
150 21 1
80 9 44
3 18 8
4 8 5
126 99 43
15 40 34
150 36 1
12 6 10
150 150 150
12 18 13
53 14 80
150 150 150
62 35 74
2 16 1
150 150 150
48 67 117
9 10 7
139 27 85
7 1 3
140 147 121
150 137 1
150 150 150
17 1 7
150 50 1
150 74 1
8 10 9
10 8 16
1 10 7
71 88 29
134 49 96
138 131 34
19 11 12
59 60 34
17 17 10
7 15 10
18 13 4
34 142 81
65 61 28
67 32 22
16 4 19
81 114 84
150 15 1
8 4 3
150 150 150
150 150 150
8 7 1
150 73 1
73 37 26
10 74 8
13 6 4
5 16 19
136 31 77
105 121 104
4 16 3
11 10 16
150 137 1
150 92 45
150 150 150
55 73 45
1 14 12
106 104 72
16 15 7
49 78 53
