16
7 34710
57 148 54
20 7 11
20 3 16
150 150 150
8 18 6
150 72 1
16 15 14
150 150 150
15 16 3
150 150 150
8 13 19
140 68 13
150 18 1
18 3 10
150 150 150
88 64 5
93 108 149
13 17 12
150 36 1
8 3 5
4 11 7
10 17 20
150 150 150
13 4 15
5 7 1
87 87 47
106 67 77
17 14 18
7 16 5
150 150 150
20 12 15
150 127 1
150 127 1
111 122 13
132 17 133
7 1 10
7 9 6
150 150 150
150 4 1
8 14 5
150 29 1
11 20 15
150 150 150
150 59 1
20 11 4
16 12 14
10 10 17
9 68 7
5 82 119
17 17 10
45 118 7
6 72 25
14 2 2
9 15 13
15 6 10
150 72 1
5 13 3
5 12 4
73 50 55
8 12 13
102 15 18
94 70 43
150 150 150
150 123 1
150 4 1
50 117 73
14 6 16
6 12 9
69 47 122
150 150 150
10 20 16
150 150 150
150 98 1
27 82 125
1 13 6
145 72 124
150 150 150
150 140 1
150 150 150
20 6 1
150 150 150
150 93 1
104 109 7
7 19 8
17 9 10
18 14 13
150 150 150
21 107 131
69 109 125
12 14 15
15 113 148
19 17 10
18 3 17
150 31 1
11 6 5
94 70 106
17 30 146
103 94 87
125 8 90
12 2 11
14 19 15
8 7 1
150 150 150
127 120 129
5 14 4
2 4 15
91 134 121
141 147 121
80 51 24
44 70 70
6 20 19
20 8 14
41 82 23
150 150 150
9 13 7
8 11 16
150 135 1
92 43 11
150 56 1
107 119 99
6 6 19
116 129 124
2 9 17
150 91 1
150 150 150
1 18 5
150 150 150
150 150 150
14 18 11
19 9 11
150 150 150
150 101 1
150 105 1
15 38 56
143 25 116
107 91 80
16 10 15
150 1 1
150 150 150
8 3 8
91 136 125
27 19 83
12 1 4
150 109 1
109 24 130
150 56 94
41 29 117
131 30 107
5 17 19
3 11 12
150 150 150
150 57 1
17 16 9
6 10 2
7 17 4
150 150 150
15 10 2
9 52 128
150 150 150
43 136 93
19 4 6
1 10 3
14 6 14
44 94 4
150 150 150
56 97 139
150 21 1
10 3 13
150 150 150
12 14 12
150 150 150
44 61 96
20 16 9
17 1 8
150 150 150
1 19 18
150 150 150
20 5 9
85 121 12
17 7 12
13 12 20
2 2 9
8 11 7
150 106 1
150 150 150
14 57 143
13 49 146
126 86 11
150 150 150
10 33 60
150 150 150
5 15 11
93 127 2
67 10 39
12 11 12
19 4 18
29 28 66
125 150 128
16 18 19
142 109 102
150 150 150
3 20 1
2 77 105
150 150 150
11 12 8
13 4 12
5 6 10
150 150 150
90 9 110
6 15 6
4 19 12
13 9 5
44 48 103
39 66 66
6 2 6
150 150 150
150 63 1
150 150 150
150 150 150
5 17 4
19 2 10
3 7 17
3 101 65
1 18 19
7 8 18
10 14 17
150 129 1
20 104 105
18 5 15
37 112 21
3 3 14
7 14 10
4 19 18
150 57 1
120 81 53
14 19 120
150 130 1
108 122 47
19 2 13
150 121 1
8 5 7
35 39 85
19 13 5
150 98 1
20 1 18
12 4 11
5 12 15
58 1 102
10 1 17
37 76 10
4 9 6
59 103 47
150 150 150
150 150 150
150 43 1
150 150 150
9 11 6
80 85 13
15 16 8
150 150 150
147 69 57
2 13 20
150 150 150
5 10 11
150 81 1
150 150 150
12 12 18
150 86 1
10 20 12
19 18 8
4 16 20
150 62 1
150 150 150
47 32 115
16 1 12
150 150 150
119 133 16
6 2 15
52 94 102
8 18 6
20 26 142
18 15 1
150 132 1
68 89 126
141 41 138
150 150 150
61 109 131
150 5 1
101 49 126
8 12 9
150 150 150
11 4 6
17 15 10
13 139 70
3 11 16
150 80 1
4 10 9
13 8 20
20 10 2
17 40 24
11 18 16
93 120 55
96 105 84
16 8 11
15 20 17
2 11 5
18 8 18
17 20 3
46 30 39
150 150 150
6 4 9
150 150 150
19 17 14
150 150 150
150 150 150
150 121 1
11 3 2
45 36 145
150 150 150
17 18 18
3 15 16
14 6 5
11 4 18
126 93 11
5 20 5
83 69 21
15 13 5
14 6 11
150 85 1
150 150 150
15 19 16
8 1 7
2 7 8
150 55 1
55 27 86
16 14 17
150 150 150
61 94 91
150 150 150
16 10 9
104 75 68
148 119 75
8 9 6
20 1 20
4 17 12
120 90 32
23 99 141
150 150 150
150 80 1
3 8 5
150 150 150
150 150 150
19 42 84
150 150 150
150 150 150
23 146 50
3 18 20
128 51 10
15 6 17
17 9 3
3 4 2
150 104 1
10 13 17
150 101 1
12 142 66
1 18 17
150 128 1
147 87 103
150 150 150
11 5 11
150 25 1
150 150 150
150 150 150
150 150 150
6 103 71
150 109 1
150 29 1
4 17 6
50 119 79
150 150 150
150 150 150
150 123 1
150 150 150
116 145 38
147 1 132
150 101 1
150 36 1
11 65 149
4 17 12
1 10 4
150 75 1
128 141 48
55 36 35
150 90 1
11 6 3
123 31 19
13 19 5
7 15 3
45 53 40
12 15 6
150 150 150
150 49 1
11 9 4
150 150 150
124 77 76
150 150 150
4 15 5
14 11 8
5 12 17
7 18 12
150 150 150
2 15 3
96 123 113
150 150 150
13 8 4
108 18 110
150 30 1
7 137 123
9 8 4
11 3 16
12 6 4
150 150 150
150 119 1
76 39 81
150 137 1
1 3 2
150 150 150
140 100 140
14 8 20
49 150 124
2 4 12
80 98 133
15 7 6
150 150 150
150 113 1
136 101 90
17 7 16
116 83 135
150 12 1
11 5 6
150 150 150
150 87 46
150 150 150
119 81 57
3 14 15
81 46 66
5 20 7
150 150 150
150 150 150
150 150 150
150 150 150
150 52 1
150 150 150
14 19 1
10 7 16
43 110 87
3 19 18
150 150 150
150 150 150
150 47 1
1 1 9
13 4 1
125 47 10
150 150 150
11 17 19
3 5 17
93 130 106
150 22 1
46 105 65
3 15 5
37 78 88
150 150 150
150 21 1
10 11 5
18 19 4
150 150 150
17 11 3
150 150 150
147 36 55
150 128 1
150 28 1
12 15 11
19 8 6
150 89 1
19 20 53
150 17 1
11 4 14
19 6 19
150 91 1
150 63 1
13 16 7
16 1 2
121 125 73
150 141 1
150 150 150
150 150 150
8 28 25
6 7 14
86 88 64
20 12 17
150 150 150
19 18 17
8 13 6
150 26 1
150 109 1
150 10 1
75 73 125
14 9 1
150 61 1
150 150 150
11 2 16
4 15 14
150 150 150
103 29 112
150 150 150
150 150 150
15 5 16
13 9 17
7 13 3
150 83 1
131 63 116
6 11 15
13 5 6
150 150 150
150 109 1
72 120 58
150 100 1
150 150 150
150 150 150
15 1 17
55 144 56
150 150 150
13 14 4
20 7 8
150 150 150
150 109 1
9 18 15
133 121 104
150 146 1
12 9 15
98 13 36
150 150 150
13 12 12
150 125 1
63 64 136
150 83 1
9 14 3
1 2 10
17 4 12
3 6 12
10 6 8
9 9 9
150 131 1
20 20 16
13 19 12
54 133 15
16 20 4
150 11 1
150 69 1
3 16 6
5 1 19
94 26 85
11 4 11
1 13 5
20 3 2
150 51 1
10 7 8
9 17 10
5 143 86
1 7 2
20 13 18
13 11 3
129 42 12
14 106 61
124 24 135
1 13 2
150 150 150
7 13 18
3 15 1
150 74 1
1 3 2
16 3 7
150 53 1
150 87 1
111 82 74
150 37 1
21 141 120
6 9 7
3 1 1
15 143 143
2 19 13
150 72 1
11 9 16
9 16 5
150 143 1
150 3 1
20 4 18
113 120 61
4 17 13
150 10 1
17 8 8
3 20 15
13 9 5
65 20 73
3 9 10
48 87 6
150 150 150
113 30 68
7 3 12
149 11 129
17 4 5
6 39 40
3 15 10
2 10 11
27 22 19
1 16 14
90 18 80
150 150 150
8 18 11
5 5 20
9 3 6
18 1 18
52 48 149
12 7 4
150 48 1
44 55 81
148 45 114
57 17 27
40 59 84
150 150 150
37 37 6
14 2 26
26 62 85
150 127 1
16 13 14
14 13 15
7 20 5
16 15 20
150 63 1
150 54 1
14 11 16
150 9 1
64 61 18
150 132 1
6 7 15
6 123 122
20 7 17
150 150 150
150 64 1
150 8 1
150 150 150
11 19 98
44 125 109
150 100 1
137 4 64
5 7 8
58 86 43
5 19 16
12 70 87
