29
10 18263
52 143 22
12 2 18
7 141 62
11 10 7
150 96 1
11 5 13
65 102 109
16 14 4
2 4 19
12 11 2
127 20 45
76 77 74
7 11 20
84 32 139
16 4 18
97 65 63
14 4 16
18 13 16
150 45 1
5 9 18
150 150 150
33 111 136
5 14 12
16 12 5
11 16 3
150 150 150
141 10 95
16 25 104
150 150 150
16 14 1
63 7 80
132 25 48
150 150 150
54 148 13
130 133 87
150 137 1
150 87 1
10 3 13
18 17 2
150 29 1
5 10 18
15 20 15
2 23 75
9 19 2
9 5 11
150 150 150
104 97 132
44 150 106
150 150 150
126 33 144
150 101 1
150 146 1
110 113 75
12 19 2
150 150 150
150 150 150
105 17 45
150 150 150
7 9 6
150 150 150
10 8 8
12 4 10
150 150 150
8 10 4
19 2 19
150 150 150
150 42 1
150 150 150
16 3 10
112 141 66
12 11 2
150 150 150
16 12 18
9 12 13
7 3 1
39 138 19
2 8 17
6 6 14
13 11 4
23 142 139
150 97 1
20 13 9
150 38 1
57 43 84
150 150 150
138 1 102
150 150 150
17 18 20
3 12 15
150 150 150
9 2 5
8 10 13
150 18 1
91 118 63
2 18 10
7 19 2
150 150 150
109 127 106
150 57 1
150 36 1
117 108 24
19 1 14
7 6 2
98 138 11
2 4 20
80 91 109
26 92 61
73 67 57
16 9 1
13 1 2
16 7 5
94 20 25
150 61 1
78 125 75
3 12 11
5 6 20
19 3 17
18 14 9
3 20 8
150 81 1
13 3 5
64 6 101
103 85 13
123 147 134
123 97 35
150 150 150
5 21 135
150 150 150
43 101 138
11 9 12
150 113 1
150 114 1
150 106 1
150 74 1
91 71 64
3 17 10
150 150 150
15 5 13
150 37 1
150 42 1
150 48 1
15 3 17
7 1 1
1 14 19
145 148 7
15 4 7
6 10 11
17 5 19
16 18 10
150 150 150
14 9 5
14 12 18
147 48 43
5 4 8
111 95 79
150 19 1
6 13 19
16 9 12
150 39 1
150 150 150
62 11 30
13 7 5
140 53 127
82 16 104
16 16 2
150 150 150
17 20 9
6 6 14
150 134 1
150 55 1
80 83 56
12 16 7
6 1 14
23 97 8
150 99 1
17 18 4
14 15 18
150 46 1
20 11 4
13 1 4
11 6 9
18 16 4
15 17 14
150 150 150
6 12 18
61 144 61
150 150 150
150 47 1
150 67 1
150 150 150
20 10 4
14 1 19
150 150 150
2 102 61
150 150 150
1 1 6
3 17 2
12 3 16
9 4 10
18 18 12
128 87 126
150 133 1
17 13 8
150 99 1
150 150 150
10 6 5
150 150 150
84 119 15
104 41 33
8 16 3
18 1 14
150 150 150
150 150 150
29 65 9
2 4 8
150 70 1
89 135 31
150 33 1
150 150 150
14 6 20
150 68 1
150 3 1
150 150 150
150 150 150
150 150 150
123 35 23
150 150 150
150 150 150
16 9 11
6 6 1
16 17 12
8 6 19
150 150 150
150 150 150
95 15 124
150 115 1
13 20 6
9 5 15
150 150 150
8 18 12
16 95 145
150 65 5
11 17 19
17 10 2
150 150 150
71 22 114
12 3 15
2 8 10
21 79 94
150 41 1
136 20 14
60 65 86
5 7 10
150 117 1
10 11 3
106 12 143
4 20 19
56 129 99
106 53 128
150 150 150
3 17 19
13 1 6
150 150 150
16 1 1
150 110 1
37 4 44
16 5 9
18 14 20
20 2 1
2 2 9
4 4 3
5 15 18
11 1 6
132 134 13
150 150 150
11 9 10
4 13 5
30 122 91
2 3 7
101 127 79
46 86 147
150 67 1
7 5 16
121 70 126
12 15 16
150 75 1
73 134 143
7 3 4
12 16 11
16 4 13
12 8 11
150 14 1
84 46 71
7 6 11
150 150 150
92 83 67
12 12 11
150 150 150
10 9 5
19 13 16
10 13 11
128 54 102
8 7 6
150 150 150
4 5 2
14 14 20
88 135 68
3 18 9
150 53 1
8 14 4
3 10 18
133 101 15
150 124 1
20 1 2
4 8 17
16 11 18
11 114 45
150 150 150
150 24 1
150 106 1
150 150 150
5 18 5
150 150 150
65 37 12
16 19 19
29 99 28
150 128 1
12 1 12
10 12 13
5 11 15
38 33 70
8 13 17
20 20 6
14 3 1
150 150 150
150 90 1
150 9 1
7 13 6
12 14 8
150 150 150
10 19 13
150 150 150
150 150 150
90 125 8
150 80 1
12 8 17
12 11 16
150 150 150
17 19 8
150 150 150
7 15 19
54 10 30
150 51 1
133 75 63
19 6 17
65 100 37
20 7 7
10 2 9
81 112 1
4 20 9
3 17 8
150 150 150
6 12 9
150 150 150
136 113 33
11 5 18
68 4 74
10 19 1
10 6 3
150 150 150
96 128 146
19 12 15
133 72 23
13 5 11
5 3 9
10 14 16
6 5 18
17 20 12
150 150 150
150 150 150
14 11 1
150 57 1
95 5 105
18 7 16
139 76 9
1 6 6
7 5 9
88 24 143
15 10 8
134 120 108
105 120 71
150 117 1
150 150 150
149 88 16
5 9 17
6 16 7
38 86 40
107 14 9
97 123 112
31 17 102
150 150 150
150 90 1
150 150 150
13 14 1
117 14 26
58 48 38
150 150 150
6 3 11
9 1 9
150 150 150
7 14 3
18 3 4
11 76 64
83 119 71
150 150 150
19 2 17
9 7 18
12 95 114
113 147 19
8 16 12
25 149 43
150 150 150
12 2 5
4 6 2
6 5 13
150 91 1
14 77 6
150 150 150
3 8 8
38 20 29
73 69 134
150 150 150
150 126 1
3 15 10
79 121 8
4 3 10
17 9 2
10 2 10
150 72 1
6 5 19
150 1 1
10 12 5
9 3 2
18 14 3
14 7 19
150 127 1
82 25 122
10 8 2
150 113 1
150 144 1
6 1 13
150 150 150
150 17 1
20 20 16
150 150 150
150 26 1
150 110 1
15 13 19
7 19 5
3 18 14
150 126 1
70 105 36
91 128 55
3 8 15
7 12 11
150 150 150
150 150 150
150 150 150
150 150 150
19 11 6
14 10 9
12 18 10
20 14 10
150 115 1
39 58 14
150 150 150
134 83 144
9 11 10
150 150 150
10 3 8
150 150 150
1 18 11
19 9 19
150 21 1
17 6 9
15 2 12
14 13 7
87 45 36
150 79 1
8 8 12
11 12 14
3 16 10
150 52 1
10 13 6
86 23 113
9 5 10
12 2 19
14 1 8
3 3 20
13 13 16
18 7 150
150 17 1
5 2 19
13 14 4
1 20 1
7 19 11
150 40 1
20 2 18
8 3 14
8 5 19
4 13 18
9 20 17
150 116 1
150 57 1
150 150 150
13 16 15
19 1 17
150 68 1
150 111 1
13 1 14
9 16 15
18 12 12
150 150 150
150 150 150
12 15 7
121 123 15
10 2 14
97 99 122
150 57 1
150 89 1
133 105 148
150 98 1
34 88 139
150 150 150
3 8 17
3 9 5
14 15 12
58 83 99
118 19 4
11 16 2
150 145 1
2 20 4
150 150 150
13 4 12
148 58 43
150 150 150
110 74 43
110 142 46
16 8 10
17 18 19
8 4 13
5 5 13
19 17 5
150 150 150
75 44 8
100 49 83
1 6 13
150 150 150
150 150 150
115 117 149
90 132 62
150 19 1
150 150 150
11 10 5
17 64 113
2 16 8
150 78 1
150 11 1
150 150 150
72 13 67
9 16 18
123 126 122
6 17 15
58 149 19
1 13 18
16 6 7
12 5 10
14 2 5
150 57 1
116 53 21
150 51 1
5 15 17
74 117 49
16 7 17
20 14 11
26 103 145
150 150 150
150 41 1
150 78 1
150 150 150
150 67 1
150 150 150
125 32 37
150 150 150
24 67 14
150 145 1
14 17 19
150 79 1
9 13 17
7 9 13
6 3 11
150 150 150
150 146 1
17 9 4
150 51 1
4 9 6
89 34 20
12 16 8
16 20 12
15 13 15
5 8 17
1 14 7
150 55 1
150 150 150
150 56 1
18 18 2
15 16 6
3 17 20
3 3 17
45 144 140
18 9 7
7 9 2
79 64 35
12 3 15
150 150 150
14 5 9
150 92 1
150 150 150
11 2 3
150 150 150
125 19 3
16 10 6
150 150 150
11 9 11
17 13 11
150 150 150
25 142 20
5 20 6
30 45 147
142 11 40
150 87 1
19 3 12
3 17 15
135 42 90
8 11 20
150 150 150
150 150 150
11 1 7
5 12 10
12 19 9
77 142 27
27 97 117
11 2 7
150 150 150
150 150 150
143 32 4
150 124 1
76 86 148
14 1 14
5 8 13
150 76 1
10 16 2
17 10 12
18 1 3
6 5 7
150 48 1
150 150 150
130 108 114
9 19 7
8 4 13
7 2 9
124 135 140
14 13 2
11 16 20
34 6 134
150 108 1
3 18 14
150 110 1
98 89 28
68 6 44
150 150 150
142 29 4
143 67 134
81 50 119
135 40 127
2 6 16
17 49 52
99 23 64
43 116 125
150 150 150
150 150 150
35 108 78
150 150 150
24 114 115
75 32 12
132 66 89
122 150 109
6 18 9
150 29 1
8 17 17
8 4 10
14 20 18
7 4 4
150 150 150
2 8 16
46 122 65
19 71 4
13 19 7
14 3 13
7 18 10
14 8 7
9 6 4
81 146 83
76 48 1
10 4 20
13 18 19
150 40 1
150 103 1
130 136 2
10 10 6
2 9 17
150 31 1
17 13 20
121 128 16
18 8 12
87 11 16
150 150 150
7 2 1
130 16 139
13 10 110
19 5 15
150 149 46
4 1 10
9 8 2
61 48 115
35 125 144
15 59 48
7 20 17
16 5 12
150 150 150
1 9 11
109 79 27
146 35 74
16 16 5
150 150 150
20 16 17
145 18 99
2 8 3
19 20 13
14 5 14
2 1 13
1 12 18
150 150 150
150 69 1
150 150 150
10 13 20
5 27 145
150 137 1
140 4 104
150 150 150
150 70 1
4 3 2
17 6 18
19 6 5
14 3 9
3 15 12
6 10 3
150 150 150
150 98 1
13 2 17
150 85 1
150 97 1
6 18 4
150 51 1
17 18 15
150 96 1
150 45 1
150 102 1
132 7 18
150 150 150
150 40 1
150 150 150
9 19 7
96 93 28
150 81 1
150 92 1
150 150 150
130 48 73
150 150 150
59 55 93
14 5 15
48 125 68
150 150 150
20 5 9
150 43 1
150 24 1
12 19 19
2 8 11
150 133 1
73 54 6
6 6 19
5 17 19
150 150 150
2 19 19
19 12 3
36 127 133
150 150 150
138 85 44
16 1 18
150 77 1
7 17 15
5 4 3
4 6 5
18 4 1
150 150 150
3 1 17
97 91 78
13 18 2
13 2 14
5 15 20
150 44 1
150 7 1
13 15 2
72 122 46
150 150 150
34 64 110
2 23 69
150 44 1
65 53 66
150 124 1
11 118 110
99 96 59
12 10 17
75 123 41
5 7 4
1 6 13
17 6 7
150 67 1
10 14 7
150 150 150
3 7 16
28 114 45
150 127 1
8 13 5
16 16 17
135 65 97
20 16 10
3 12 6
125 55 18
15 2 7
9 8 5
112 133 81
1 9 14
150 26 1
150 150 150
49 128 107
150 150 150
150 150 150
11 16 16
7 6 8
20 12 6
150 150 150
20 5 3
150 111 1
10 2 15
150 150 150
90 10 62
