8
10 70753
150 150 150
10 9 15
150 113 1
150 150 150
14 13 10
8 64 82
8 19 18
15 2 18
1 6 5
44 89 47
1 15 7
9 7 20
6 7 6
150 150 150
150 150 150
150 98 1
17 8 2
40 86 15
150 42 1
20 11 14
16 1 10
150 150 150
150 150 150
20 17 14
2 2 1
10 9 17
150 40 1
6 12 9
22 141 32
150 150 150
18 1 6
150 150 1
150 135 1
150 48 1
18 17 12
10 3 19
17 6 14
12 1 12
16 8 18
14 14 12
3 19 16
150 137 1
150 150 150
75 65 11
150 26 1
150 150 150
9 3 13
150 150 150
11 11 13
13 6 8
150 150 150
150 150 150
49 148 20
7 15 16
150 18 1
150 150 150
20 19 15
150 40 1
5 1 10
14 11 3
61 109 86
17 2 19
9 17 1
19 9 5
150 150 150
134 108 28
150 38 1
150 122 1
150 93 1
150 33 1
4 108 66
20 11 6
15 15 9
1 19 12
150 30 1
150 56 1
150 150 150
5 5 18
150 21 36
108 66 115
13 5 19
20 14 16
20 19 1
4 3 7
150 150 150
19 2 19
9 129 18
150 150 150
69 142 47
150 150 150
150 72 1
84 72 110
9 7 13
3 6 10
3 20 14
5 5 14
17 1 11
2 18 15
48 134 77
150 59 1
86 56 24
10 17 16
10 18 10
65 21 111
150 150 150
115 145 64
16 18 3
2 13 7
68 29 21
66 78 39
150 26 1
10 52 123
150 83 1
150 126 1
11 13 18
14 6 16
14 16 3
69 117 124
7 1 5
90 142 15
4 9 14
113 31 141
150 103 1
150 14 1
7 9 6
150 1 1
2 10 4
17 18 8
111 95 5
5 78 118
113 77 142
150 83 1
1 10 14
5 87 124
73 68 134
5 1 12
19 2 22
51 40 80
5 12 2
150 69 1
150 21 1
7 20 3
26 16 23
150 150 150
6 6 20
2 17 4
6 15 15
25 28 11
20 1 11
19 8 4
150 150 150
5 15 14
18 10 3
102 119 100
3 14 6
150 72 1
4 5 9
18 16 6
97 106 10
6 5 2
84 128 96
32 91 114
82 84 100
2 5 17
150 150 150
17 10 8
19 9 2
17 19 9
17 4 17
11 119 120
129 35 1
150 89 1
110 66 88
18 13 10
150 150 150
150 7 1
11 6 15
54 26 76
17 15 17
4 4 18
150 150 150
150 150 150
146 32 118
12 4 1
150 150 150
150 17 1
17 8 1
150 33 1
94 94 126
4 1 13
107 90 145
150 88 1
76 52 141
150 150 150
48 111 65
9 1 15
150 150 150
150 150 150
16 19 1
12 3 13
150 124 1
137 52 126
150 150 150
150 150 150
15 15 4
3 14 4
150 63 1
150 150 150
150 150 150
85 8 53
9 3 4
5 10 13
117 120 104
37 116 117
150 150 150
17 8 12
18 9 34
16 13 1
4 17 20
2 54 50
80 37 1
56 109 127
10 13 18
3 8 6
10 7 14
150 150 150
20 20 15
11 16 20
7 19 8
17 17 5
150 150 150
150 150 150
150 7 1
150 150 150
8 7 6
150 150 150
12 3 1
22 135 116
150 94 1
20 1 12
11 15 8
49 76 26
18 19 10
36 143 106
5 15 11
150 150 150
47 90 107
150 107 1
9 5 13
150 27 1
150 5 1
10 13 1
150 131 1
9 6 3
4 20 7
19 15 1
6 16 15
150 150 150
6 7 17
150 139 1
10 16 9
150 124 1
67 117 84
8 15 8
2 19 15
14 6 3
77 32 92
150 150 150
7 3 9
150 97 1
26 64 51
8 1 19
150 150 150
3 7 19
128 45 131
1 7 2
3 13 1
150 140 1
150 150 150
150 150 150
9 12 6
11 9 14
82 38 150
150 150 150
7 15 2
33 91 51
120 135 122
100 37 61
150 129 1
12 15 7
20 7 19
150 150 150
1 9 18
98 62 48
118 122 47
150 150 150
150 150 150
150 150 150
150 21 1
51 147 84
15 12 7
20 10 17
18 121 60
150 131 1
8 9 2
138 54 31
103 104 22
150 150 150
150 150 150
98 87 22
17 3 20
150 150 150
15 6 16
132 118 23
102 82 141
150 150 150
105 62 97
150 150 150
106 135 135
6 12 13
125 20 82
11 1 13
8 8 1
108 24 70
150 2 1
42 98 9
78 134 141
150 22 110
19 12 8
15 11 5
150 135 1
9 20 13
2 5 12
150 150 150
150 72 1
103 22 126
150 108 1
134 43 57
12 20 16
95 64 65
134 93 141
11 18 8
150 113 1
150 4 1
11 144 121
150 37 103
86 32 109
9 6 10
150 125 1
18 6 15
34 55 136
6 17 4
150 13 1
150 94 1
67 114 11
150 150 150
8 15 14
7 3 7
15 3 5
150 30 1
17 15 3
9 20 14
19 20 18
19 4 4
11 19 12
18 4 2
42 77 94
8 7 12
11 6 19
17 5 20
7 2 1
16 2 6
14 15 16
105 133 136
1 2 20
127 9 68
150 99 1
150 55 1
4 16 14
150 41 1
116 80 105
7 6 7
17 4 8
1 16 3
14 8 8
12 15 20
2 13 17
17 14 13
150 150 150
10 10 9
100 68 91
131 27 52
76 19 100
7 8 2
3 9 11
150 150 150
2 11 15
8 7 11
150 150 150
16 11 5
150 150 150
1 12 4
82 59 9
150 93 1
10 79 9
128 20 83
150 11 1
49 113 78
18 6 13
150 150 150
20 19 20
2 11 20
18 20 13
150 150 150
150 47 1
109 126 32
9 5 15
150 150 150
150 150 150
150 150 150
20 14 12
150 137 1
4 34 21
8 15 17
150 141 1
12 17 4
5 7 4
45 48 84
15 7 4
17 2 8
150 150 150
10 12 9
150 150 150
144 105 125
150 150 150
11 2 12
16 17 19
150 150 150
150 30 1
150 37 1
150 100 1
11 4 10
11 12 13
6 17 14
8 4 11
150 150 150
150 150 150
17 4 4
52 53 116
150 150 150
150 150 150
150 150 150
150 100 1
1 13 2
11 10 5
2 4 18
64 148 99
94 42 28
4 4 8
1 14 7
150 102 1
150 150 150
150 150 150
4 15 12
150 41 1
15 7 18
57 51 14
21 109 83
1 17 8
150 100 1
150 150 150
3 17 12
150 35 1
3 7 9
15 2 19
10 8 13
150 107 1
150 131 1
7 19 7
150 132 1
150 150 150
150 90 1
137 62 37
1 20 16
150 76 1
150 126 1
18 4 17
150 36 1
8 7 10
14 16 6
150 150 150
37 107 68
150 91 1
150 60 1
150 150 150
13 9 20
150 150 150
115 81 132
10 2 3
12 8 91
38 47 14
18 4 19
9 9 11
3 14 14
150 150 150
150 96 1
12 12 17
1 11 75
150 150 150
15 15 9
5 5 9
9 4 1
16 74 104
150 84 1
18 9 7
150 58 1
5 9 19
139 102 28
121 140 62
3 17 1
150 150 150
150 61 1
141 112 83
8 135 111
118 19 117
142 58 26
5 12 11
112 70 26
150 150 150
13 13 19
128 141 73
150 150 150
72 86 107
17 18 7
15 11 3
150 150 150
6 19 9
150 150 150
15 9 15
128 149 109
12 17 3
145 2 131
71 131 76
16 18 7
20 18 4
6 2 17
19 11 4
150 150 150
150 150 150
150 140 1
14 1 17
28 54 11
150 131 1
140 62 86
150 150 150
81 32 149
126 80 40
18 16 19
16 15 5
134 134 36
150 150 150
10 14 12
11 6 6
85 41 103
150 71 1
44 99 122
150 150 150
116 36 104
9 10 17
20 5 17
16 11 12
7 5 2
150 34 1
73 84 2
