4
4 119121
10 3 4
23 124 74
14 8 72
150 86 1
8 10 8
150 80 1
10 2 4
150 106 1
19 2 16
150 150 150
87 49 119
7 13 11
120 106 47
150 150 150
11 7 8
5 17 19
114 12 68
3 1 18
150 150 150
12 12 15
150 150 150
61 27 82
20 6 1
6 2 9
13 7 11
150 150 150
1 9 5
93 105 4
19 13 11
18 9 12
13 91 130
12 75 12
16 7 1
150 150 150
43 75 81
17 107 23
5 126 54
19 1 5
15 16 3
3 104 38
76 144 132
3 1 3
6 17 19
17 13 11
8 8 10
8 20 12
8 16 4
150 55 1
20 19 6
1 16 9
150 150 150
6 5 8
150 150 150
53 63 21
4 113 64
150 102 1
11 9 10
150 84 1
150 150 150
17 1 3
1 20 15
10 29 115
14 19 3
18 16 6
10 3 14
150 150 150
150 134 1
8 16 2
11 9 8
1 32 12
112 47 12
8 16 9
125 131 135
139 88 149
150 32 1
150 3 1
150 150 150
14 6 9
15 13 18
150 150 150
15 20 5
150 125 1
7 10 15
1 2 12
79 11 132
15 8 4
129 111 125
99 32 108
20 14 13
150 28 1
12 2 14
150 150 150
150 83 1
16 10 4
150 70 1
18 2 14
15 2 14
150 150 150
14 16 3
46 50 82
150 150 150
150 150 150
12 8 18
12 3 10
2 11 18
20 20 8
150 150 150
18 16 5
117 65 100
57 121 107
10 123 68
150 44 1
104 5 137
10 9 17
12 9 9
15 20 10
37 43 28
4 4 8
16 20 17
124 150 67
9 95 25
20 15 14
12 12 19
123 23 127
18 7 18
9 20 97
8 15 20
17 17 5
150 92 1
105 70 53
132 141 38
150 150 150
20 20 3
2 6 9
7 93 147
1 18 19
54 31 134
150 46 1
54 119 100
150 150 150
79 128 47
150 73 1
19 10 20
150 150 150
81 119 4
3 2 20
14 12 4
17 2 8
104 101 26
7 17 3
26 29 24
18 14 3
8 3 7
17 50 132
150 85 1
134 139 8
150 38 1
14 20 17
15 12 20
140 123 22
150 150 150
2 7 14
75 73 129
150 150 150
108 91 50
150 1 1
150 143 1
7 19 13
150 150 150
8 19 4
2 18 5
10 142 78
19 8 13
18 11 5
150 84 1
14 11 11
11 19 16
11 17 7
19 5 16
70 146 149
7 20 9
11 17 3
150 150 150
150 16 1
142 12 81
150 95 1
150 150 150
17 7 10
150 150 150
1 20 20
150 150 150
8 12 12
9 5 14
2 12 19
150 150 150
19 6 4
17 10 3
17 12 7
150 150 150
150 150 150
138 118 24
17 17 2
150 12 1
3 13 3
96 111 74
150 150 150
48 33 92
16 6 4
150 150 150
5 5 116
150 150 150
18 6 7
4 10 4
7 13 10
11 11 13
18 2 20
11 4 6
15 3 1
13 4 11
7 2 15
150 25 1
7 14 19
150 150 150
6 19 3
18 12 4
11 14 1
150 42 1
108 17 82
3 10 18
6 9 14
1 5 15
150 3 1
5 8 1
16 16 1
3 18 10
69 37 74
150 142 1
150 150 150
150 150 150
4 4 16
3 5 18
4 11 10
150 150 150
53 135 116
11 1 4
8 19 14
16 4 14
15 14 9
35 21 60
150 89 1
15 7 1
150 108 1
20 6 4
16 14 12
14 19 4
150 150 150
9 17 20
150 62 6
150 93 1
150 70 1
150 150 150
150 8 1
19 115 110
150 3 1
9 16 1
8 12 11
150 150 150
3 1 17
150 35 1
115 115 68
16 13 19
9 3 13
150 4 1
7 2 10
19 15 12
150 150 150
113 120 149
3 8 18
14 5 16
56 90 138
12 9 9
150 150 150
15 11 73
150 150 150
138 141 115
47 99 12
81 147 83
13 11 12
8 6 13
15 14 20
150 40 1
17 12 10
10 19 15
150 56 1
150 150 150
15 17 7
18 7 4
130 18 82
15 17 9
150 150 150
150 150 150
150 150 150
17 66 112
79 2 37
6 1 6
149 48 108
20 5 9
150 150 150
37 119 9
86 25 88
150 85 1
150 150 150
150 150 150
141 10 105
150 28 1
14 8 4
5 54 71
15 68 70
150 86 1
150 150 150
3 14 12
150 108 1
4 1 7
68 137 122
120 63 131
150 150 150
9 8 7
3 8 20
150 150 150
16 12 20
4 1 1
98 77 95
5 15 1
103 48 78
24 32 85
3 13 2
14 2 16
4 5 20
128 110 54
150 66 1
3 19 6
24 37 70
1 19 1
15 12 13
6 4 12
3 20 17
18 18 7
16 10 2
105 62 36
12 13 8
150 126 1
133 106 85
150 150 150
150 118 1
91 131 61
150 1 1
7 11 14
10 6 14
16 5 10
4 1 13
19 1 11
16 17 3
6 10 11
10 1 2
98 138 21
3 9 3
150 89 1
15 13 14
35 58 120
13 19 13
15 17 4
79 61 139
13 16 13
15 13 13
150 77 1
130 119 132
150 114 1
1 20 9
16 18 19
150 5 1
15 6 11
10 9 19
150 57 1
150 135 1
5 15 19
150 150 150
13 19 11
100 20 111
4 5 5
1 18 18
150 61 1
18 12 5
11 118 45
17 7 1
150 109 1
5 8 14
68 83 126
10 12 16
150 139 1
104 36 66
1 15 8
18 8 7
150 93 1
150 23 1
5 1 8
