39
2 8508
150 65 1
3 15 16
10 20 13
112 118 144
2 2 20
68 120 9
62 11 20
17 19 15
150 144 1
150 68 1
3 3 16
82 47 58
97 105 88
1 9 18
111 129 113
2 7 6
11 16 5
3 4 5
150 132 1
14 13 34
95 95 72
78 1 137
13 3 4
2 13 5
18 15 14
120 107 132
150 149 1
14 15 16
63 75 107
150 80 1
150 15 1
2 5 11
150 86 1
10 19 13
150 150 150
3 20 19
14 6 19
150 2 1
150 150 150
150 128 1
18 12 6
54 36 134
71 111 40
12 13 18
12 14 12
111 56 123
16 16 9
1 4 3
19 12 19
18 140 135
19 12 2
150 150 150
150 11 1
19 1 10
4 62 6
13 10 19
19 15 5
18 17 15
8 20 19
150 132 1
150 129 1
18 6 16
135 66 34
150 150 150
150 150 150
150 150 150
17 10 8
145 24 10
20 9 1
18 4 5
55 149 62
150 36 1
146 5 111
150 136 1
83 12 107
150 54 1
13 12 9
150 150 150
150 138 1
15 10 14
12 10 17
14 2 15
13 109 74
150 134 1
150 150 150
16 7 3
20 2 4
143 146 11
16 11 5
15 16 13
11 5 10
18 13 12
10 4 6
77 110 95
15 3 9
12 16 13
17 114 102
150 147 1
150 121 1
15 47 98
131 53 148
87 27 13
127 61 101
73 2 136
150 46 1
11 7 14
7 5 6
11 6 5
150 150 150
150 150 150
15 6 5
150 71 1
13 146 122
150 150 150
63 43 22
149 115 113
7 7 9
150 122 1
13 17 9
14 5 10
10 19 14
150 41 1
150 129 1
115 24 105
8 4 4
150 150 150
127 89 131
19 20 130
150 150 150
15 12 4
8 11 14
1 3 9
10 15 16
150 150 150
150 150 150
62 48 87
4 17 8
15 15 3
10 11 7
150 150 150
79 102 19
110 131 69
5 15 8
46 93 80
141 100 122
128 37 77
150 109 1
150 24 1
11 11 12
19 19 16
13 9 16
8 7 15
6 13 12
12 12 1
17 15 8
150 150 150
7 11 2
149 69 25
1 9 16
4 11 8
95 31 130
17 2 6
145 97 26
150 150 150
102 70 12
16 5 17
9 16 4
7 10 17
139 52 94
1 5 8
7 11 1
88 93 88
20 6 19
8 11 9
150 134 1
18 20 18
150 150 150
150 150 150
150 150 150
10 6 12
150 150 150
20 3 12
8 3 17
17 132 127
71 138 120
150 150 150
12 17 15
150 150 150
16 132 9
38 6 26
14 20 11
7 14 6
20 12 4
3 12 56
7 17 12
150 150 150
150 150 150
17 71 76
4 15 16
150 36 1
150 138 1
20 17 11
6 11 11
8 9 5
15 15 9
54 33 53
12 4 10
12 16 1
6 1 13
12 149 94
120 110 111
19 9 11
12 6 2
150 24 1
11 2 9
2 12 16
150 26 1
20 11 9
83 146 82
133 101 92
150 150 150
43 6 30
12 12 13
15 16 12
150 16 1
150 150 150
6 20 2
150 116 1
19 11 6
107 29 26
150 51 1
13 9 17
150 143 1
150 150 150
32 139 99
14 11 12
150 113 1
10 16 6
150 24 1
150 150 150
19 6 13
14 20 16
13 10 20
150 150 150
10 121 29
121 135 126
123 69 97
150 52 1
20 8 14
16 13 20
34 57 26
150 150 150
18 5 18
150 82 1
150 8 1
150 150 150
3 2 7
150 150 150
20 1 15
1 13 15
150 150 150
20 4 19
150 150 150
16 3 8
29 147 13
150 80 1
150 150 150
150 147 1
150 150 150
99 53 47
150 78 1
150 104 1
3 18 14
20 11 13
150 150 150
12 12 6
150 89 1
150 150 150
146 68 74
150 150 150
50 115 30
14 12 10
150 132 1
150 150 150
150 150 150
13 1 16
150 150 150
70 94 11
9 19 1
128 135 63
22 20 43
150 145 1
20 13 1
10 10 16
150 10 1
150 150 150
150 150 150
147 137 105
6 10 8
150 150 150
19 17 12
150 124 1
150 150 150
13 4 16
10 11 14
16 18 2
11 15 15
15 11 6
150 150 150
150 150 150
8 4 1
150 82 1
8 20 1
150 150 150
15 5 1
150 150 150
150 78 1
150 150 150
150 28 1
14 18 11
19 2 19
150 64 1
20 7 15
12 2 2
9 12 12
150 150 150
63 66 93
150 143 1
150 150 150
13 15 13
15 13 10
150 47 1
150 148 1
150 128 1
150 150 150
20 11 19
19 19 10
125 126 34
19 1 10
150 150 150
14 4 2
130 76 26
150 150 150
150 150 150
6 14 8
20 12 14
14 6 7
15 17 2
78 142 40
4 20 7
19 18 2
117 42 75
3 9 3
150 150 150
56 115 114
150 150 150
150 15 1
150 150 150
150 28 1
130 25 144
2 14 1
1 13 7
150 150 150
15 10 17
15 15 11
110 110 87
150 150 150
150 28 1
8 12 9
150 150 150
19 4 4
9 17 17
150 149 1
25 27 103
17 19 11
16 19 1
78 12 114
17 1 11
12 19 10
71 109 3
44 114 97
150 150 150
9 17 15
20 18 17
150 30 1
150 150 150
12 1 11
145 64 139
150 45 1
150 115 1
79 50 18
89 131 18
14 3 3
150 109 1
13 2 4
2 16 4
150 150 150
26 56 135
19 9 12
150 6 1
2 3 17
78 98 138
1 17 13
8 73 62
17 2 15
150 123 1
150 56 1
150 118 1
8 12 9
9 1 12
10 15 2
150 150 150
150 81 1
69 14 95
7 15 13
3 13 19
150 150 150
150 12 1
81 25 129
17 12 4
1 20 1
68 130 43
20 7 10
11 1 7
150 25 1
150 52 1
49 83 108
150 150 150
150 150 150
150 127 1
11 2 9
10 20 14
150 150 150
122 30 104
106 11 39
4 15 1
17 16 16
150 86 1
150 26 1
95 87 49
150 57 1
150 150 150
150 150 150
137 13 126
150 1 1
1 9 2
84 13 93
150 150 150
150 150 150
13 18 6
150 42 1
150 150 150
59 35 136
122 9 143
49 92 67
6 8 5
18 13 2
130 59 44
12 16 13
5 14 5
150 30 1
150 150 150
14 5 2
1 4 7
20 1 11
150 7 1
12 18 6
5 3 4
2 9 7
20 11 3
17 3 6
150 146 1
39 64 55
150 91 1
43 62 63
86 121 111
102 80 135
12 2 3
16 16 15
4 4 93
150 150 150
150 68 1
53 23 41
150 87 1
10 4 9
16 36 116
3 12 12
150 87 1
150 56 1
87 21 87
150 39 1
10 9 1
8 16 10
150 150 150
150 150 150
150 150 150
150 63 66
1 11 2
150 150 150
93 143 31
150 150 150
150 89 1
145 3 92
9 31 40
150 150 150
150 77 1
150 139 1
102 4 88
4 8 6
149 15 118
7 23 21
133 66 114
6 9 10
150 150 150
12 16 20
135 22 143
77 37 122
101 150 81
9 138 23
18 12 4
15 12 7
1 2 2
150 147 1
7 4 18
34 45 102
5 8 14
10 91 34
150 150 150
16 17 17
13 2 14
76 84 103
124 28 70
150 150 150
150 150 150
6 16 14
127 141 43
12 4 10
150 150 150
16 4 6
150 2 1
15 7 12
11 15 8
20 17 11
19 12 3
111 149 73
132 88 2
18 13 14
149 146 63
150 97 1
9 6 9
8 16 8
15 9 7
6 7 20
16 9 9
150 150 150
40 86 94
150 67 1
15 8 12
3 19 17
20 16 13
19 16 15
12 19 13
150 25 1
34 70 125
12 3 16
20 10 5
150 15 77
14 3 8
150 150 150
10 12 9
6 6 17
9 16 16
9 11 11
150 150 150
150 72 1
150 150 150
110 87 127
150 88 1
150 150 150
150 138 1
1 7 14
150 5 1
8 17 13
150 99 1
17 14 1
143 114 129
16 5 4
14 30 55
150 150 150
150 45 1
133 15 36
13 11 9
150 54 1
4 15 3
3 14 17
28 43 56
101 87 94
3 6 1
18 19 4
28 127 47
150 89 1
12 3 17
6 145 48
18 6 12
19 2 17
150 150 150
16 3 8
16 18 5
17 7 18
150 46 1
98 106 124
14 10 6
5 8 14
139 141 103
123 109 114
4 6 17
150 150 150
72 138 54
80 22 54
62 136 23
150 150 150
7 8 9
114 57 58
6 13 3
42 14 36
15 7 2
65 15 95
20 5 13
139 10 17
150 78 1
150 112 1
5 8 19
150 150 150
13 8 10
111 64 99
2 17 20
11 13 15
12 12 14
19 8 10
8 13 9
9 16 17
150 150 1
66 125 49
6 20 4
68 32 148
150 147 1
17 12 18
14 13 10
20 9 6
150 48 1
17 18 7
6 16 10
150 64 1
6 5 2
15 20 3
150 150 150
17 18 9
1 13 5
6 19 1
16 9 1
14 5 10
150 140 1
150 88 1
