5000 4000
2 47 3401
1 15 1354
3 29 3181
1 4 2607
1 41 16
1 9 1445
2 46 3163
2 21 710
2 5 3734
3 48 1615
3 23 2053
2 35 182
1 43 1169
3 49 1641
1 45 3620
3 18 1146
1 23 252
1 34 2291
1 33 3394
2 21 1839
1 15 3577
3 47 1216
3 7 1320
2 27 2967
3 34 69
1 2 756
2 19 3306
2 13 3456
2 14 850
3 36 303
1 25 1157
2 46 1943
1 42 518
2 34 3239
1 39 2242
1 29 2079
2 15 895
2 13 1417
3 43 1547
3 1 1849
3 29 1677
1 12 3282
1 1 3904
1 26 2343
1 29 3273
3 11 3972
2 8 3462
3 38 1848
3 42 2119
1 48 3186
1 21 2157
1 33 2790
1 28 2104
3 40 2370
1 21 3002
3 15 375
1 39 52
1 18 3844
2 37 1586
3 34 2308
2 29 2963
3 2 676
2 27 3936
2 48 2073
1 13 2978
3 22 906
1 28 1907
2 42 3207
3 41 3722
2 8 219
2 40 1100
2 12 381
3 46 2946
1 3 3781
3 34 623
2 2 2516
2 30 3331
3 48 262
3 50 499
2 28 3154
1 48 179
3 11 1159
2 25 3589
3 30 3924
1 25 3084
2 15 1581
3 11 2426
1 26 2766
2 11 3463
1 30 2428
3 43 609
3 35 697
2 18 1302
2 33 2527
2 45 1682
1 10 3914
2 42 2348
1 13 3443
1 12 3048
2 16 1217
3 17 541
2 35 1045
3 50 2434
2 16 3403
3 11 3765
1 23 2019
3 3 1602
2 39 3918
1 40 2405
3 17 1607
2 25 3578
1 35 2025
3 18 3145
3 7 1587
1 19 1322
1 16 2769
3 8 1190
1 21 1354
2 11 2886
2 9 21
2 2 3421
3 35 3762
3 35 3253
1 46 1740
2 14 1034
2 44 3825
2 37 936
2 32 1330
3 20 2029
1 24 3184
1 48 3388
1 15 95
2 36 2249
1 8 1864
2 7 3717
3 40 2058
2 11 2270
1 20 2659
2 13 3764
1 2 3489
2 21 1394
3 44 3090
1 38 1024
2 7 2721
3 12 809
3 3 2933
3 13 3459
3 10 1242
1 10 1632
3 22 2343
2 36 854
2 50 2319
1 20 3674
3 14 1689
3 21 65
2 23 1819
2 13 948
2 5 55
2 12 214
3 28 3491
3 31 2982
2 45 1127
2 6 2269
1 15 727
3 44 552
2 10 1751
2 40 137
2 4 1135
3 23 2964
2 16 2830
2 1 962
3 50 2477
1 4 231
2 9 288
1 7 1438
1 33 938
3 23 353
3 35 175
3 48 3208
1 49 2993
1 8 2641
3 48 1733
2 20 3955
2 46 1654
2 5 1467
2 40 1182
3 10 1400
2 27 2626
1 28 3758
1 31 186
2 46 2824
1 34 3221
2 38 1815
