5000 5000
2 92419 5000
3 129710 5000
3 110979 5000
1 34437 5000
2 173535 5000
2 181091 5000
3 50172 5000
2 128228 5000
1 145282 5000
3 108569 5000
1 100223 5000
2 184693 5000
3 138811 5000
3 11641 5000
1 197050 5000
1 147241 5000
1 44338 5000
2 130011 5000
1 48841 5000
3 50738 5000
3 40844 5000
2 53293 5000
3 121355 5000
2 65582 5000
2 97103 5000
1 88029 5000
1 5297 5000
1 35069 5000
2 190889 5000
1 36305 5000
1 16964 5000
2 156508 5000
3 199241 5000
2 71511 5000
2 103548 5000
3 190983 5000
3 11606 5000
2 6327 5000
1 92303 5000
1 35106 5000
2 120430 5000
1 177526 5000
2 30563 5000
2 148122 5000
1 11783 5000
1 134943 5000
1 172838 5000
2 142642 5000
1 145489 5000
3 22981 5000
3 196890 5000
3 162608 5000
2 155191 5000
3 90853 5000
3 59810 5000
1 10236 5000
3 143887 5000
3 197356 5000
1 22864 5000
2 168558 5000
1 97548 5000
2 117069 5000
2 47019 5000
1 157525 5000
3 21480 5000
1 90600 5000
2 68655 5000
3 177472 5000
3 104853 5000
1 189474 5000
3 199425 5000
3 127137 5000
3 117631 5000
3 53824 5000
1 8075 5000
2 168546 5000
3 126585 5000
2 193243 5000
1 39501 5000
3 136724 5000
2 155678 5000
3 29171 5000
1 130727 5000
2 197961 5000
3 9162 5000
3 193320 5000
1 15196 5000
3 33557 5000
1 161302 5000
2 164723 5000
2 83876 5000
3 79907 5000
2 56397 5000
2 186445 5000
2 38324 5000
1 171020 5000
3 177145 5000
3 152600 5000
2 188486 5000
2 41160 5000
2 97455 5000
1 1230 5000
3 122854 5000
2 59524 5000
2 186377 5000
1 117763 5000
1 169197 5000
3 158339 5000
2 7811 5000
2 31958 5000
1 49747 5000
2 128288 5000
3 165429 5000
1 45292 5000
3 30336 5000
2 17112 5000
3 85449 5000
3 173159 5000
1 19330 5000
1 176110 5000
1 16220 5000
2 141368 5000
2 24748 5000
1 82719 5000
1 163220 5000
2 199872 5000
3 17843 5000
1 189819 5000
2 38373 5000
2 27798 5000
1 151529 5000
1 159784 5000
2 92664 5000
2 27287 5000
1 196837 5000
1 30959 5000
2 75740 5000
3 88054 5000
3 84207 5000
2 32784 5000
1 42703 5000
1 13468 5000
3 67120 5000
1 113558 5000
1 137156 5000
2 65180 5000
2 129679 5000
3 92620 5000
1 132132 5000
3 45161 5000
1 133015 5000
2 154897 5000
1 28723 5000
3 96585 5000
3 12549 5000
2 5442 5000
2 166882 5000
3 134978 5000
1 57530 5000
3 127950 5000
1 170347 5000
3 120165 5000
2 4047 5000
3 8520 5000
2 14356 5000
3 30648 5000
1 50923 5000
3 163712 5000
1 193945 5000
1 69789 5000
1 115498 5000
2 141405 5000
2 183224 5000
3 110791 5000
1 183346 5000
3 194665 5000
1 140613 5000
2 34563 5000
2 17160 5000
1 26462 5000
2 44850 5000
2 58449 5000
2 97232 5000
1 191084 5000
1 10670 5000
1 127227 5000
3 27343 5000
2 158415 5000
