5000 5000
1 52812 1
2 55811 2
3 62001 3
1 184846 4
2 139710 5
3 157125 6
1 107368 7
2 156898 8
3 137161 9
1 152447 10
2 96708 11
3 107768 12
1 85648 13
2 112114 14
3 172312 15
1 26971 16
2 116979 17
3 123506 18
1 81233 19
2 189778 20
3 187226 21
1 31428 22
2 181140 23
3 98110 24
1 123144 25
2 175133 26
3 74895 27
1 51812 28
2 97685 29
3 94240 30
1 128443 31
2 107698 32
3 108483 33
1 104105 34
2 57001 35
3 195643 36
1 132032 37
2 112423 38
3 157452 39
1 70530 40
2 73108 41
3 141378 42
1 127725 43
2 75499 44
3 23838 45
1 110502 46
2 45410 47
3 69588 48
1 15215 49
2 79143 50
3 21205 51
1 25233 52
2 2377 53
3 62219 54
1 20179 55
2 109794 56
3 130992 57
1 65595 58
2 54945 59
3 169028 60
1 157690 61
2 92564 62
3 70883 63
1 21996 64
2 126349 65
3 159904 66
1 167433 67
2 90070 68
3 145107 69
1 48580 70
2 102349 71
3 25843 72
1 119202 73
2 53425 74
3 85601 75
1 178407 76
2 196656 77
3 103616 78
1 60717 79
2 136651 80
3 22066 81
1 190590 82
2 27223 83
3 88237 84
1 70483 85
2 104552 86
3 4982 87
1 938 88
2 52680 89
3 180162 90
1 37892 91
2 168454 92
3 152698 93
1 6467 94
2 23632 95
3 132491 96
1 52381 97
2 94979 98
3 143499 99
1 143622 100
2 26422 101
3 196682 102
1 77607 103
2 82341 104
3 196381 105
1 152805 106
2 149482 107
3 41248 108
1 119937 109
2 180591 110
3 79917 111
1 88061 112
2 146831 113
3 181651 114
1 110207 115
2 174846 116
3 160424 117
1 196928 118
2 191025 119
3 143006 120
1 10669 121
2 83608 122
3 107949 123
1 165291 124
2 162847 125
3 50382 126
1 20350 127
2 97923 128
3 15231 129
1 185133 130
2 156559 131
3 66206 132
1 23794 133
2 159056 134
3 26451 135
1 102626 136
2 39291 137
3 160808 138
1 122953 139
2 119980 140
3 178968 141
1 133003 142
2 79976 143
3 160854 144
1 82896 145
2 1927 146
3 65485 147
1 75189 148
2 94554 149
3 73546 150
1 39929 151
2 69460 152
3 37080 153
1 74544 154
2 162026 155
3 69414 156
1 176368 157
2 99772 158
3 146132 159
1 59955 160
2 154231 161
3 32376 162
1 135790 163
2 148018 164
3 27031 165
1 98052 166
2 196839 167
3 3827 168
1 17130 169
2 169671 170
3 102279 171
1 153558 172
2 34540 173
3 135718 174
1 177989 175
2 146561 176
3 130811 177
1 104132 178
2 25433 179
3 65430 180
1 172736 181
2 51633 182
3 53256 183
1 59344 184
2 186993 185
3 52421 186
1 14248 187
2 140944 188
3 96161 189
1 130726 190
2 184911 191
3 106284 192
