5000 5000
1 167663 3501
1 141307 4970
1 174022 1774
1 109827 3026
1 9769 3029
1 191452 4810
1 172757 156
1 60498 849
1 128356 3948
1 199575 2890
1 146936 3132
1 103912 290
1 20495 484
1 50724 1298
1 56291 1695
1 45411 2975
1 173956 815
1 14378 47
1 170565 3642
1 30426 2207
1 56957 2558
1 5416 3823
1 83707 2215
1 5914 2132
1 29636 2317
1 171882 454
1 62175 4660
1 84826 4784
1 1813 191
1 17758 3338
1 9851 3373
1 118312 1915
1 111054 1612
1 138718 1011
1 121417 2996
1 165251 1550
1 88034 383
1 34056 2161
1 123144 4679
1 76861 2650
1 163392 3133
1 27867 694
1 157806 4774
1 50033 2604
1 48890 4899
1 81122 4256
1 30903 1716
1 2374 4735
1 164021 1688
1 3870 2539
1 41119 458
1 174926 1806
1 46264 2121
1 185860 1424
1 199544 3460
1 22479 4858
1 166149 3902
1 105692 2537
1 195183 4939
1 920 4828
1 30712 3842
1 84820 2762
1 61637 1638
1 17373 2488
1 112389 3750
1 99440 4510
1 178104 2405
1 38663 2132
1 95211 2461
1 189469 562
1 123143 1149
1 33880 720
1 28741 1481
1 122789 3228
1 194047 4166
1 177548 3339
1 109071 2268
1 18867 3473
1 764 2596
1 57656 3553
1 101345 40
1 74622 1883
1 194010 907
1 195804 3919
1 84885 313
1 97146 1045
1 170233 2505
1 145938 1884
1 160191 1183
1 25838 213
1 90600 3604
1 183555 4781
1 33871 1851
1 154771 897
1 194833 3399
1 124960 85
1 20989 3158
1 47803 3155
1 11190 4882
1 2276 4231
1 47300 2329
1 127492 123
1 79490 1394
1 122735 2929
1 22521 992
1 104853 3639
1 40733 3717
1 189457 2879
1 142590 329
1 18364 2864
1 176419 3590
1 56723 2940
1 96578 3236
1 49502 2349
1 23491 2153
1 152241 2564
1 170972 500
1 162017 942
1 47008 344
1 81244 1110
1 171487 2073
1 141606 2413
1 176080 3629
1 195709 3844
1 16662 4870
1 198007 4357
1 157152 3950
1 32821 608
1 20847 3
1 98379 3418
1 186191 2884
1 81460 3868
1 168994 4144
1 196447 3398
1 156307 4547
1 179866 2092
1 167761 3411
1 43158 4541
1 195071 1552
1 167894 4381
1 33558 1531
1 147277 43
1 109528 2182
1 117971 1528
1 82486 573
1 55011 3636
1 7962 4169
1 94615 1156
1 171887 4602
1 56033 1448
1 166036 887
1 197688 1884
1 46293 1606
1 12013 1607
1 30689 4197
1 151263 1202
1 161845 3192
1 192644 4304
1 160980 4711
1 113314 1306
1 174657 406
1 80651 1145
1 137402 3514
1 2261 175
1 45701 557
1 187891 3895
1 191057 187
1 92673 971
1 124964 220
1 171379 3380
1 193020 1430
1 68589 2493
1 134213 3572
1 180546 183
1 36073 4289
1 104579 3989
1 11812 3440
1 105650 3401
1 143609 740
1 53701 3480
1 93321 3045
1 151767 3310
1 6095 86
1 128258 732
1 38628 824
1 157828 3842
1 72851 729
1 141995 4956
1 24618 2215
1 93763 1525
1 59293 674
1 192865 2041
1 89156 1785
1 74474 4672
1 63073 2024
1 85434 1677
1 13019 4688
1 76589 4020
1 44142 723
1 147671 1762
1 178400 1973
1 31963 2222
1 123411 1341
1 43983 4028
1 28787 142
1 106263 2481
1 179096 4017
1 138745 1077
1 24658 426
1 143379 3787
1 217 4756
1 119641 451
1 143162 4967
1 91041 3562
1 166637 509
1 17917 2095
1 21111 4466
1 192374 4227
1 121876 4064
1 35814 467
1 146635 358
1 77590 2732
1 93980 619
1 128379 4306
1 50731 1055
1 45996 3858
1 116338 3520
1 86876 2190
1 86191 4327
1 1457 3262
1 153142 429
1 151755 1040
1 151358 3066
1 161803 4920
1 47804 2078
1 92395 4416
1 35967 409
1 64428 719
1 132831 491
1 175813 4065
1 147021 3275
1 187028 661
1 39362 1393
1 12760 1847
1 100326 2034
1 163770 4298
1 56156 4837
1 86998 4605
1 195492 4269
1 197142 1928
1 9074 1558
1 63987 910
