5000 5000
2 39545 3235
3 12658 594
3 24676 2996
3 15205 4157
1 9830 705
2 109622 573
1 23780 4515
2 15496 4633
1 58521 4776
1 151285 4797
2 13000 1812
1 145927 1091
2 109875 1182
3 30879 4677
2 146869 1481
1 152463 4680
3 49250 3051
1 143588 515
3 15625 1688
2 178363 4356
2 82352 3815
3 118800 2963
2 65124 1473
3 63989 671
3 78709 4303
2 90041 3677
2 159635 600
1 134201 3426
1 198480 2803
1 128179 3455
1 175169 636
3 150216 2571
2 182268 2869
3 130201 4751
2 18026 767
2 124283 533
1 191670 2537
3 151506 3651
2 187860 3161
3 90966 185
2 93183 1377
3 30696 4045
1 57202 2355
1 193558 2029
2 102486 4068
1 43612 3680
2 144033 2277
1 112859 4508
2 185178 3403
2 178972 3117
1 39564 680
1 39662 1901
3 61168 99
2 154436 1494
2 73907 34
1 109825 4380
2 159859 4640
2 32897 4223
3 171696 443
2 178409 4582
2 104352 3269
2 27142 3945
3 104974 510
1 17655 1711
2 42547 901
2 157478 431
1 62 4644
1 140672 832
2 160888 209
1 54514 3083
1 166307 2067
2 157884 2984
2 32203 945
2 122157 3936
2 81751 704
1 26788 2807
3 69405 3921
3 42321 4230
1 53796 4328
2 38431 4450
1 198743 4327
2 168537 746
3 68450 4247
2 43790 2914
1 139616 4437
3 86420 1828
3 198790 1599
1 105038 1858
1 135696 4037
2 191629 238
1 73248 3869
2 50763 4958
2 117239 2864
2 21113 1807
1 59467 3851
1 88536 1675
2 163596 5000
1 125692 2819
3 22225 983
2 186514 1633
2 46799 3555
3 87168 711
3 103767 3795
2 194866 696
3 41644 1393
1 7222 1239
3 121990 1198
3 156204 3886
3 91858 1278
3 143730 1074
1 3734 842
3 196476 1141
2 51068 1729
1 66017 1744
2 131377 1971
3 85457 2125
3 109842 1074
1 193967 2899
2 173664 4779
3 110266 4110
1 139415 1244
3 133837 154
2 48001 4986
1 39270 1412
1 124124 986
3 16189 2671
3 135883 4348
3 126482 870
3 14896 2036
1 72593 346
1 133095 3705
3 7305 520
2 85358 4142
3 134261 1634
3 72663 3706
3 139798 3917
3 64922 4287
2 146674 1660
2 35949 3414
1 102856 3622
2 19018 1972
2 19169 1743
3 79372 1003
1 187727 3000
1 66351 1125
2 57564 772
2 127733 1334
3 58645 1323
3 113121 4224
2 88898 3452
1 93485 2610
1 189308 2998
1 88600 4539
2 115464 149
2 86901 4239
3 77452 4197
1 29583 1873
1 22037 2176
2 10378 1488
2 198123 1062
2 177203 2119
2 39156 4396
3 149579 4052
3 85734 733
2 15081 1502
2 18983 2204
1 166315 726
2 21953 4983
1 17465 2167
1 118955 95
2 144983 3423
2 162976 1059
1 138128 1954
1 42323 2146
1 47487 1653
2 164803 2499
3 199098 1687
2 116835 4097
3 46636 2217
2 4762 2052
1 4023 152
3 132555 4515
1 134804 3890
1 117193 871
3 170422 3541
3 129762 4473
2 132825 2522
3 56409 1881
2 52069 1145
2 91109 446
1 3737 580
3 194220 2094
2 42795 454
1 174386 3121
3 175779 2310
3 63495 2401
1 120443 1519
1 70527 3653
1 69008 2984
2 143413 2651
1 9031 2536
1 93477 1499
1 87906 3127
1 124425 2285
3 171972 1647
1 132314 41
1 69251 736
1 104730 4808
1 103280 185
2 79756 1908
1 153508 4336
1 172372 4888
2 85495 4049
1 74496 1186
1 187436 4203
3 112524 4142
1 137300 4132
3 4216 4785
3 179017 1884
1 8169 343
1 167018 2955
1 98729 3698
3 13312 155
3 139315 2004
2 69152 28
2 18380 4121
3 24103 4309
1 195489 3882
2 19517 2176
1 191191 1682
1 193942 3772
2 100286 629
2 179227 2354
1 161737 1625
1 157210 1208
2 66569 2494
3 148836 1094
1 126464 497
2 70458 816
3 57068 4011
2 185827 4232
2 121809 3817
2 31065 4499
1 81704 704
2 4589 2373
2 20045 4151
2 70427 3170
1 55237 612
3 23673 1162
3 137381 2145
2 34762 4943
3 133365 2291
1 184376 2992
1 130519 3983
2 6511 1304
1 128896 3693
2 79155 1153
2 90168 3082
2 31696 2715
1 85079 2772
2 31469 1604
3 3073 2375
2 97576 533
2 102279 4827
1 94558 3507
2 12654 2299
1 13532 2340
3 39038 2043
2 114358 4186
2 49768 3059
2 7606 3278
3 143977 1667
3 21123 406
3 107712 3694
3 197308 1136
3 75028 3978
1 144208 1043
1 123781 3399
2 73859 2440
2 193733 2132
2 171966 1956
2 126664 4566
3 103382 981
1 168613 1325
1 54493 4101
2 144281 1803
2 87251 3687
2 36595 4488
1 63986 744
1 89642 4554
1 83700 1959
2 67727 4667
1 5265 3382
2 108498 4294
1 98794 2214
2 197162 509
2 72750 4705
2 32998 4124
3 165053 1770
1 71047 2036
2 104794 3653
2 81794 179
1 8453 3484
3 124065 4811
2 47 600
2 138376 3836
2 65134 894
1 40470 1246
3 178802 893
3 183764 3747
1 144573 324
1 32939 1906
3 9855 2489
1 164227 2063
3 166800 3584
3 29395 815
1 78735 4297
3 50254 3180
2 58611 4924
1 2743 4404
2 120768 2283
2 168972 1986
2 137961 1924
3 64765 240
2 184721 2519
1 5712 1591
2 176807 3441
1 67439 1867
3 111234 3033
1 129223 280
3 88619 3446
2 178931 3247
1 1771 2393
3 132351 553
1 129944 1642
2 50839 1891
2 58050 2172
2 28576 4062
3 49104 1830
2 109322 463
3 38374 3224
1 55824 194
3 37202 3403
1 186086 493
1 103107 3684
3 82366 928
1 43420 2698
1 48631 4300
3 122583 262
2 174177 3102
2 86953 3625
1 28563 24
1 73350 662
2 110149 1014
3 198917 1700
2 93489 2529
2 23006 404
3 124116 1604
2 141959 3657
1 84754 2984
3 124397 249
3 107690 2032
3 106109 334
2 9137 3802
1 16254 2106
1 195897 515
3 88886 2974
2 87811 358
2 195675 2593
2 77964 31
3 198090 4879
3 17127 199
1 28118 3893
3 122092 3167
2 112706 4043
1 130166 1499
1 193591 2485
3 39667 4975
1 85931 2618
2 94860 4881
1 134188 1617
2 197365 1311
1 106891 531
3 8878 3947
3 142768 2669
1 111819 862
1 69440 689
1 25277 3450
2 186063 3662
1 61394 1089
2 120829 1925
3 141182 993
2 77014 2289
3 70168 3056
2 193480 2133
1 115186 2027
1 64315 1930
1 73756 4738
1 85548 531
2 65970 2015
3 137969 1896
3 26357 3801
1 26826 37
2 60586 3673
2 10581 2406
1 31252 413
1 157416 4778
1 19692 3050
3 46599 3680
3 68144 52
1 167106 4884
3 162516 2865
1 9819 3021
2 37060 362
1 66825 314
3 191950 1667
1 85787 3351
3 97468 1517
3 81841 639
1 8249 4061
3 126749 519
2 26579 3239
3 144216 1267
3 139985 747
3 42911 3259
3 71085 3357
2 175063 2520
2 13464 2559
3 148510 2927
2 109169 150
2 168947 1616
2 190850 3318
1 1541 3557
1 111085 931
1 106488 4734
2 120824 1332
1 3889 424
3 37355 3250
1 150173 3038
3 132242 1407
1 91212 2321
1 136619 1408
1 28520 3144
2 197541 1617
2 33201 357
2 82452 438
3 166820 3178
1 186728 1313
3 58216 3314
3 51410 3875
1 148224 1787
1 104791 4243
1 100553 2943
1 39182 2024
3 50488 337
3 198564 313
3 84988 965
2 157161 3734
3 164376 2509
3 110120 2525
3 65342 3488
2 172712 3011
2 132011 3591
1 6128 29
3 128320 3812
1 117131 3755
1 124052 3280
1 17596 1053
2 112879 2993
1 115860 4132
3 172254 334
1 166839 1068
1 192278 2571
3 134082 656
1 197148 4129
2 171114 1116
1 17402 898
1 34503 4030
2 43283 1812
1 91986 2067
1 84893 2253
2 37637 2083
3 125858 1707
3 68910 4146
1 83645 3050
1 52152 1492
2 42266 2279
3 85938 3088
1 69296 943
3 12733 2948
2 145538 4272
3 180547 857
2 140431 3230
3 97378 2169
2 96717 4730
1 94438 2711
1 115942 1885
1 161317 396
2 135295 2078
2 167573 4800
3 81960 15
3 8859 1816
1 76277 3541
2 134396 2983
1 34610 4001
1 160569 374
1 14259 22
3 93052 2489
1 137125 2926
3 58789 3386
3 78946 4826
1 53526 3001
3 124493 1300
1 3700 1996
3 39142 3694
1 16691 1186
3 70717 3293
2 3014 460
3 147412 2870
3 169242 4739
2 157780 4241
3 129199 2036
1 105 361
1 139337 207
2 48670 1947
1 15304 860
1 160600 4514
3 51711 1166
2 52303 4246
3 168479 4153
3 168184 3402
3 45781 4167
2 16717 2460
3 12712 3916
3 141140 53
2 114465 3812
1 194447 3707
1 59232 863
2 60896 318
1 87954 2157
3 13772 2179
3 145173 3573
3 137166 2174
2 168298 1778
1 133020 125
1 68255 1935
3 53157 1305
3 85688 1573
2 86129 4926
1 99471 4394
2 123769 4347
3 1673 218
2 189956 1916
3 80676 1737
2 163217 4796
1 148165 1406
1 8629 221
1 27966 1326
2 37183 236
1 10919 1134
3 168702 350
3 17781 383
1 154789 2978
1 139958 541
3 100623 878
1 53930 1665
1 8877 283
3 22930 2355
2 26183 1087
1 198539 1680
2 83661 2757
2 68462 172
2 67293 2316
1 187633 3015
2 157813 4127
2 75406 254
2 8192 3576
3 25769 2841
2 184723 395
3 148400 1775
3 23827 4707
2 44662 3573
1 137247 1656
2 199802 443
1 91175 4021
1 128840 1512
2 155335 2845
3 68309 4736
1 74379 1759
3 60694 4083
1 28816 663
2 182756 4598
1 164609 2676
2 24943 3288
2 195355 706
2 169310 207
2 54033 2484
2 112214 4465
3 44855 3108
3 61231 3776
1 139342 4867
3 197392 4960
3 8883 2855
3 85633 4275
1 118046 4537
3 84761 1389
2 115029 2108
3 60562 1033
2 121116 1950
3 50220 2192
2 197850 1267
3 40891 2029
3 85607 4939
3 91392 1319
1 86003 1551
2 191033 834
1 172465 833
1 100725 1237
1 79196 2437
2 71781 1608
1 167243 876
2 54119 3182
2 8895 104
2 114434 1823
3 165775 2427
2 5798 1162
2 158259 3316
1 194235 1985
