5000 5000
3 159219 247
3 104898 1735
3 100665 61
2 175027 241
1 169857 233
3 135584 3622
1 157764 1953
1 167329 1535
2 112525 4412
2 119288 3607
2 180121 3691
1 140616 4184
1 125155 1659
3 139834 3642
2 131581 4509
1 133863 2607
1 111991 4343
3 198736 4591
2 151824 3633
3 154207 4998
3 117076 537
2 169417 4661
2 164872 61
3 148842 166
2 110189 316
3 175870 3829
3 144728 1614
3 105243 949
2 120485 311
2 113957 1113
3 113414 4342
1 120186 1260
1 191727 2497
1 161539 3936
1 113713 3762
2 105451 4122
1 141664 3155
3 120649 4879
3 102764 846
1 135374 2580
1 171832 324
2 135690 3890
2 172944 1836
3 103506 4769
1 123896 4214
2 148623 251
1 145214 3563
1 102992 663
2 188431 4449
3 194380 2158
3 132560 2918
2 111056 1831
2 149676 3096
3 146276 3932
3 140491 1098
1 121669 3895
1 104642 2874
2 120264 4878
2 112805 712
1 163111 1276
3 191061 3959
3 117802 1246
2 113974 4203
2 119974 880
2 137659 839
2 104747 3827
3 141287 3237
3 112594 2740
2 107703 4419
3 116010 3279
1 137943 1881
2 146768 3204
3 101734 1050
1 141425 3998
2 190090 4027
1 120059 1852
3 146074 4745
3 149569 2035
3 142401 37
3 156206 1803
1 194072 2959
2 174521 884
1 150526 3051
3 128793 3792
1 181460 1072
2 119049 3978
1 192949 2962
1 184269 924
1 189419 1659
3 150858 800
3 168193 4534
3 184159 3394
1 149360 4941
2 138615 3700
2 180600 1093
2 129534 3652
3 157036 1206
1 118180 2033
3 109653 1347
2 124755 294
1 165826 2611
1 138209 3087
3 173051 3978
3 128000 1381
1 132625 2945
2 152024 123
1 152595 4309
3 133642 1645
3 116116 3406
2 108084 3968
3 143514 921
1 190023 446
1 160515 4450
2 185705 2099
2 141473 4742
1 136275 1996
1 124277 4892
2 132214 4731
1 179032 2844
3 109243 2235
3 128106 1193
1 144120 1723
3 108729 2181
3 150799 2571
2 194197 1657
3 134475 4866
3 146532 1086
3 196455 1306
2 182688 2205
2 177260 4326
3 125197 506
1 182379 4791
3 187158 2598
2 127916 259
1 194299 1172
3 102151 4811
1 179224 3006
3 122283 3766
2 155335 4609
1 107867 3023
2 164674 3942
1 196724 1004
3 111975 3253
1 166385 3983
3 176103 24
2 160232 2094
3 193730 3523
1 191178 1915
1 119554 4909
3 135284 4024
2 177330 3108
2 189552 1376
1 192838 4278
1 169628 414
1 152480 1786
3 185236 4225
2 118657 1270
3 151661 4446
2 134186 1191
1 103710 1191
3 147758 433
1 125809 107
1 159426 1668
1 109469 3339
2 113339 843
1 137625 4007
2 187495 4593
2 112752 2869
3 136953 1795
1 160122 444
1 112097 4687
3 147038 3243
1 188817 2332
3 158701 2101
1 172621 1376
3 184205 599
2 168961 3072
2 145798 451
3 185734 2573
2 188142 2660
2 144831 4835
3 156977 4795
1 157219 3602
2 169703 3024
3 107772 2342
2 100802 4400
1 117646 1013
2 146959 3674
3 152726 1044
1 112362 4763
1 187912 2791
1 118833 2854
1 164664 982
3 116212 4661
2 138793 2233
2 147794 110
2 186357 3158
2 117020 3123
2 146609 3582
3 175648 830
1 169198 4896
3 134042 898
3 151606 22
1 159127 1089
1 121336 1641
2 189732 315
2 137238 3459
2 111399 3083
3 165555 4786
2 144843 1804
1 146409 4343
2 139610 18
2 100608 1832
1 174475 4016
3 142845 2928
3 107822 2496
2 142141 3712
3 146001 1266
2 161108 787
3 125862 4496
1 113842 3871
2 169934 2446
3 146786 3535
1 102940 2766
1 112454 763
1 183764 4287
3 183129 1919
3 197375 4918
2 156857 4093
2 158041 3423
3 186872 1367
2 197193 2878
3 152487 2699
2 136595 105
1 150634 2173
3 151762 3795
3 135637 4712
2 131163 1728
2 165992 1713
2 148748 4413
3 177408 109
3 122566 4486
3 137860 3905
1 186067 1216
1 100911 1453
1 189108 4990
2 185143 4055
1 152684 1893
1 123305 4394
2 122849 2564
2 120409 2422
3 131516 2789
2 175612 898
1 135936 2155
3 168505 4593
1 138101 2263
1 174898 3
2 188382 3138
2 132344 3632
2 166720 3621
1 196776 651
3 102348 3594
2 176361 431
2 121643 2862
3 187486 778
1 178675 3834
2 117421 1844
1 136718 2182
2 107132 2244
3 176317 4048
3 198954 2306
2 117932 2948
3 174655 4463
1 135457 4861
2 198285 4696
1 102433 58
3 176677 4528
2 162577 388
1 192528 941
3 175877 3379
2 110877 3798
3 118048 30
3 165737 3474
2 102886 3372
2 194608 429
1 147986 2765
2 160700 3354
2 190856 4532
3 127919 2235
3 143017 1285
2 174754 1835
3 108460 4376
1 148768 3920
3 162900 1443
1 148657 3282
2 101371 4035
1 177891 1889
1 125416 1950
2 159216 1669
2 145440 255
1 148697 3267
2 127091 1406
2 173329 3053
3 160762 2938
3 181009 3264
2 175916 4360
3 181613 2250
1 156732 184
1 116220 4303
3 156018 3212
1 116027 4184
3 102768 4254
2 177717 2794
2 120651 661
1 141586 235
2 151919 3618
2 100013 3953
2 155416 606
2 162742 1951
3 168637 111
3 160398 3492
1 177267 3234
2 161371 874
3 147135 690
1 179999 878
3 195109 425
2 145102 1646
3 194099 1006
1 178347 1803
1 134689 3775
2 103671 194
3 172684 2488
2 198853 1101
1 106496 1278
3 121833 4247
3 116281 792
2 144159 4155
3 125174 2536
1 115559 3125
1 183020 524
3 119995 3176
3 182083 1821
1 182880 4493
3 103817 101
2 184498 690
1 194746 923
3 198621 4272
1 184716 4572
1 163858 2358
2 137551 1388
2 110936 1566
3 148648 4544
3 143267 946
1 182503 2309
3 160882 3048
3 139692 4337
1 194372 2880
3 195458 931
2 174543 3014
3 164835 3032
3 124409 4113
1 176716 870
3 144958 3609
3 118069 1218
3 180025 1313
3 131148 83
3 137033 2370
1 194753 4206
3 190731 4968
3 162687 3614
1 100719 2923
3 106786 318
1 136069 3846
3 165451 159
3 166700 814
3 172008 1237
3 196410 1480
2 156146 3804
2 101593 2616
2 193631 3266
1 180494 4570
3 141003 1399
3 105302 1321
2 141377 3847
2 143245 3587
2 117710 4338
3 131507 1152
1 142981 2419
3 193503 1407
2 164749 452
3 156686 178
1 163626 3924
3 177689 2875
3 114950 468
1 192316 530
1 182881 2364
3 178739 802
1 128020 4509
3 138145 649
3 142131 1144
3 194109 2588
3 114863 4506
3 174882 1142
2 164906 3801
1 169727 578
3 115055 1049
2 129073 1921
3 149863 2981
2 193224 463
1 194088 142
2 151814 4067
2 110541 3285
1 170985 3961
1 168749 2315
1 149652 173
2 153629 4469
1 193618 3371
2 170267 4918
3 169892 2599
2 105420 2783
3 110558 2408
3 193872 1159
1 183345 1217
2 111538 2112
1 153458 3643
1 152244 3214
1 103473 1773
1 120518 2478
3 117081 159
2 131881 3942
1 159599 1013
1 143071 4275
1 183026 4718
2 173085 2401
1 171579 2155
1 172796 2301
1 124456 2058
2 193353 1739
3 161124 2041
1 143045 4709
2 185061 39
3 184393 4096
3 151650 258
3 155140 4169
3 119783 2788
3 144871 1412
3 125920 85
2 155230 4649
1 164550 2874
2 100385 4604
1 185577 2470
3 193618 729
1 170444 1607
2 112925 3678
3 148594 445
3 173258 4617
2 176812 2927
2 155658 1501
1 181030 2449
1 109044 520
1 196376 1791
2 182304 2392
2 141492 94
3 103542 2421
3 144834 3461
1 161842 1318
1 165204 931
3 113712 3986
3 102777 1271
3 196734 2698
3 159664 2512
1 148107 2259
1 100255 249
3 181875 971
1 164594 4754
1 199853 4627
1 182604 4677
3 146591 4136
2 174648 4025
2 128762 899
1 136906 2986
2 163647 1325
2 127673 2593
3 179006 2057
2 176297 3632
2 135670 605
2 137991 3423
3 140209 2650
3 121357 4969
3 121296 915
1 136295 1945
1 109355 2852
2 184724 3647
1 119408 2402
1 154142 1252
1 134040 2769
2 106718 871
1 128478 92
3 114094 4070
1 145631 1081
2 111893 769
3 136478 3952
2 112020 1172
1 176713 4318
2 162994 3796
3 143837 2339
2 103509 4698
1 178139 1822
2 114950 2675
2 186090 3739
3 181437 4636
2 176219 1217
1 111534 3852
2 105383 4494
3 184187 1749
1 161834 1299
3 151668 877
1 161225 2901
3 128183 3421
3 114649 56
3 155176 1576
3 115051 3141
2 196972 4242
2 112457 4327
1 183809 273
2 199624 275
2 167554 4927
2 117787 4697
3 163795 2290
2 127363 1486
2 182193 422
2 126598 2453
2 101943 1501
3 189737 3902
2 104086 2974
2 158569 2906
3 165127 776
2 192223 4101
3 143689 2999
2 162226 2067
1 171250 4525
3 186429 3455
3 135493 2378
1 152614 3877
2 143025 2237
3 108122 2647
1 140350 1788
3 123555 4470
1 185588 2302
1 101628 4378
1 175143 1180
3 175997 381
1 185746 1378
1 104014 907
3 186980 2035
3 148947 4193
1 165107 1691
2 177040 4903
1 108439 1859
2 128571 657
3 185314 2225
3 114384 3901
1 186030 4990
2 155999 4878
1 176678 616
2 146352 3493
3 142082 1213
2 153566 3021
2 179620 2087
3 108278 438
3 100335 4930
3 123075 2925
1 185811 2357
2 125774 529
2 166968 726
3 123889 4270
1 185063 1345
3 144470 999
3 199296 3270
1 150450 518
2 106055 878
2 108044 3804
2 154025 816
2 181458 1544
1 101190 1067
2 101707 4914
1 192946 2489
1 115998 3390
3 157164 1316
1 160364 912
3 148473 3740
2 179910 3263
2 168362 3312
1 132172 2143
1 165697 1846
2 154478 1816
1 154666 911
2 113618 1543
1 193968 1886
1 132290 4382
1 177028 1708
1 194972 1959
2 102761 1192
1 104557 2408
2 142440 3237
2 154554 1196
2 164107 3283
2 138068 4894
1 119431 146
2 172680 2898
2 123935 3878
2 134108 1190
2 196105 1381
3 110460 2281
1 106099 4759
3 118481 1061
2 131603 4113
3 189148 716
1 165821 3970
1 150376 3216
1 114893 1793
2 195579 3109
2 170253 2836
3 158626 649
1 175015 1760
2 147966 2897
3 152736 2818
3 132220 314
2 145846 3324
1 172038 1081
3 136455 4441
1 158939 2978
2 135724 4519
3 190231 1850
2 112345 246
2 130426 642
2 191114 339
3 139591 3525
1 118080 3314
2 194403 1032
3 196664 87
3 126967 3800
2 107314 1214
3 153761 499
2 101643 4665
2 102382 3956
1 134282 4811
3 178723 2569
1 173166 1646
2 136296 2573
2 134163 2282
1 181778 2526
1 184002 2369
1 127580 1246
3 178965 539
2 138636 3553
2 165073 2037
2 190336 1164
1 153121 4861
2 134000 814
2 129413 4244
3 184626 159
3 123313 4365
2 106063 3651
2 123534 3786
1 158758 3403
1 161928 3021
