5
3 388
100000000 4961902 2350815
32576346 65374197 31315483
85035901 72523874 12437767
73696216 85517663 2422254
0 0 0
0 0 0
0 0 0
76 0 100000000
100000000 100000000 84
39 100000000 65
60632614 54156027 71978059
85177791 44850665 94859428
38675413 38672870 6731811
41 76 18
0 100000000 100000000
31 6 100000000
52336848 13729185 24833016
37468395 1341167 77139745
73955086 93438506 55986077
11347007 66350587 83481389
69618584 32048620 6028751
6000663 6519931 67702219
64818614 27735275 33218345
1594510 14542418 5483438
64774538 52007496 34582516
0 0 0
0 0 0
0 0 0
0 19 0
0 8 100000000
0 0 0
0 100000000 0
100000000 100000000 98
0 0 100000000
0 0 0
0 0 0
0 0 0
22490977 84984707 77042542
23674951 49505060 43646119
28811998 5394414 47420699
55 1 0
0 59 100000000
53 100000000 0
32412573 72550481 97664762
60731718 51433210 80518547
20433106 71219215 37538388
0 26 0
0 0 0
100000000 50 69
100000000 60 0
0 100000000 100000000
0 0 0
0 41 0
0 0 100000000
100000000 15 16
0 100000000 0
38 7 100000000
41 100000000 37
0 0 0
0 0 0
0 0 0
67886174 45176951 31028622
82867948 89113309 84114123
46323967 49378345 22978928
81 88 100000000
0 0 100000000
54 100000000 100000000
100000000 100000000 44
73 0 84
59 0 100000000
0 0 0
0 0 0
0 100000000 0
89635393 46083826 86251478
49680497 68288321 69705081
53247691 69822532 65807363
60926705 49293594 66297418
50506330 68731156 28125905
96822035 39469990 88099782
56952062 62904142 11141312
90343694 69207860 43685555
802655 661899 5881598
0 0 0
100000000 100000000 0
0 0 76
54970274 94219910 49948465
13284948 50934548 23276296
63706630 35195369 59109166
100000000 100000000 804
62452 100000000 62007
126981 836457 620602
146 100000000 455
55529 51645 46812
634335 557603 143179
0 0 0
0 0 0
0 0 0
97570638 70059294 12218314
72170656 27090176 77353198
73872631 14578949 17802020
44 551 100000000
22879 70516 66119
931045 108564 521165
74 100000000 0
100000000 100000000 3
97 100000000 100000000
100000000 100000000 100000000
100000000 54 0
0 70 0
11660165 75935800 91096584
85825786 61424960 12132124
25488776 38202789 37354515
29803109 93323652 70831235
70669297 2148427 33087612
97215115 26220932 96954582
636 425 100000000
3595 48358 100000000
386905 974124 225936
96847344 36486792 24175728
7171983 60752910 68878702
46250554 40676312 8722074
8 100000000 0
100000000 100000000 0
0 51 100000000
81247054 93920653 33994961
60274850 17996821 39069241
91427090 97476908 80097052
0 0 100
35 30 100000000
100000000 100000000 100000000
0 51 0
100000000 0 0
100000000 100000000 95
34908030 35358712 54976880
72939802 58555087 73849030
52395483 1960844 93538969
843 781 100000000
76328 20127 66865
82510 231477 261095
659 390 283
15016 18483 67509
157829 474575 835781
73432247 79768223 43652918
37224042 3667916 71203526
77325686 31583369 18652151
100000000 100000000 507
100000000 100000000 100000000
10630 569413 828045
69667903 91100891 14381906
21107981 53199602 81721507
56193280 60011722 59436107
541 100000000 100000000
86052 100000000 59336
912041 786091 236948
17589132 47597126 18970041
71406168 45984672 78939801
51332873 12645484 74850189
603 100000000 343
16021 71027 99729
918242 752955 669422
80 100000000 0
89 0 100000000
68 54 100000000
20857293 73270128 25813893
94198429 49491107 59062122
80060563 63941879 57758580
26948455 74004676 32728660
92249182 14173429 96547225
20358462 94210960 40963466
21575037 95577032 65488734
56456900 97759654 89817993
93614984 12947347 50494828
0 88 100000000
45 100000000 63
100000000 0 0
49 50 100000000
0 100000000 0
100000000 100000000 100000000
100000000 0 100000000
100000000 34 0
100000000 0 100000000
100000000 0 100000000
92 100000000 72
100000000 23 100000000
769 988 65
60517 100000000 18167
869099 495789 309720
99 100000000 42
67 34 73
33 38 47
100000000 1 100000000
100000000 15 70
